HOG	OG	Gene Tree Parent Clade	Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125.1_protein	Crocosphaera_subtropica_ATCC_51142_GCF_000017845.1_protein	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515.1_protein	cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235.1_protein	cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135.1_protein
N0.HOG0001392	OG0001350	n0		WP_009543235.1	WP_241392589.1			WP_232014603.1, WP_232014576.1
N0.HOG0001393	OG0001351	n0		WP_009543239.1	WP_015785123.1		WP_044107384.1	WP_119260240.1
N0.HOG0001394	OG0001352	n0		WP_009543249.1	WP_157861290.1, WP_049769521.1, WP_012597192.1			
N0.HOG0001395	OG0001353	n0		WP_009546559.1, WP_009543256.1, WP_009544007.1	WP_012594721.1			
N0.HOG0001396	OG0001354	n0		WP_009543286.1, WP_009543282.1	WP_012597238.1, WP_012597239.1			
N0.HOG0001397	OG0001355	n0		WP_009543752.1, WP_009543284.1, WP_243397446.1, WP_009545797.1				
N0.HOG0001398	OG0001356	n0		WP_009543287.1	WP_012594417.1		WP_044106504.1	WP_119260030.1
N0.HOG0001399	OG0001357	n0		WP_009543300.1	WP_012595664.1		WP_044106110.1	WP_119259728.1
N0.HOG0001400	OG0001358	n0		WP_009543302.1, WP_009543519.1	WP_012595654.1			WP_119259466.1
N0.HOG0001401	OG0001359	n0		WP_009543314.1	WP_012596404.1		WP_044106535.1	WP_119260053.1
N0.HOG0001402	OG0001360	n0		WP_009547682.1, WP_009543322.1, WP_009545021.1	WP_012594606.1			
N0.HOG0001403	OG0001361	n0		WP_009545766.1, WP_009543327.1	WP_012594857.1, WP_012594127.1			
N0.HOG0001404	OG0001362	n0		WP_009543346.1	WP_012596324.1		WP_044107177.1	WP_119260416.1
N0.HOG0001405	OG0001363	n0		WP_009543347.1	WP_012594631.1		WP_044107339.1	WP_119260279.1
N0.HOG0001406	OG0001364	n0		WP_009543365.1	WP_012596970.1		WP_044106329.1	WP_119259888.1
N0.HOG0001407	OG0001365	n0		WP_009543367.1	WP_012594485.1		WP_044105779.1	WP_119259419.1
N0.HOG0001408	OG0001366	n0		WP_009543376.1	WP_012593986.1		WP_044106278.1	WP_119259847.1
N0.HOG0001409	OG0001367	n0		WP_009545956.1, WP_009543402.1, WP_009546532.1	WP_012594081.1			
N0.HOG0001410	OG0001368	n0		WP_009543433.1	WP_012597174.1		WP_044106575.1	WP_119260078.1
N0.HOG0001411	OG0001369	n0		WP_009543438.1	WP_012594705.1		WP_044107189.1	WP_119260404.1
N0.HOG0001412	OG0001370	n0		WP_009543449.1	WP_012597188.1		WP_044105831.1	WP_119259472.1
N0.HOG0001413	OG0001371	n0		WP_009543455.1	WP_012594632.1		WP_044106150.1	WP_119259762.1
N0.HOG0001414	OG0001372	n0		WP_009547769.1, WP_009543456.1	WP_012596930.1, WP_012594633.1			
N0.HOG0001415	OG0001373	n0		WP_009543467.1	WP_012594254.1		WP_044106309.1	WP_119259875.1
N0.HOG0001416	OG0001374	n0		WP_009543483.1	WP_012593961.1		WP_044105956.1	WP_119259594.1
N0.HOG0001417	OG0001375	n0		WP_009546611.1, WP_009543498.1, WP_009547899.1	WP_012594679.1			
N0.HOG0001418	OG0001376	n0		WP_009543666.1, WP_009543535.1	WP_015957394.1, WP_012594548.1			
N0.HOG0001419	OG0001377	n0		WP_009543544.1	WP_012596363.1		WP_044107160.1	WP_119260429.1
N0.HOG0001420	OG0001378	n0		WP_009543567.1	WP_012597269.1		WP_044107638.1	WP_232014518.1
N0.HOG0001421	OG0001379	n0		WP_009545337.1, WP_009543569.1	WP_012597215.1, WP_012594237.1			
N0.HOG0001422	OG0001380	n0		WP_009543572.1	WP_015785362.1		WP_044106377.1	WP_119259931.1
N0.HOG0001423	OG0001381	n0		WP_009543573.1, WP_009546975.1, WP_009544577.1	WP_012595228.1			
N0.HOG0001424	OG0001382	n0		WP_009543588.1	WP_012594654.1		WP_044106001.1	WP_119259639.1
N0.HOG0001425	OG0001383	n0		WP_009543654.1, WP_009543600.1, WP_009544908.1	WP_012596822.1			
N0.HOG0001426	OG0001384	n0		WP_009543603.1	WP_041229607.1		WP_044105928.1	WP_119259567.1
N0.HOG0001427	OG0001385	n0		WP_009543610.1	WP_012594326.1, WP_012596406.1			WP_232014538.1
N0.HOG0001428	OG0001386	n0		WP_009543622.1	WP_012594320.1		WP_044107076.1	WP_119260506.1
N0.HOG0001429	OG0001387	n0		WP_009543633.1	WP_012594623.1		WP_044107503.1	WP_119260975.1
N0.HOG0001430	OG0001388	n0		WP_009543639.1	WP_012595956.1, WP_012597263.1		WP_044105675.1	
N0.HOG0001431	OG0001389	n0		WP_009543649.1	WP_012596394.1		WP_044106016.1	WP_119259652.1
N0.HOG0001432	OG0001390	n0		WP_009543663.1	WP_012595451.1		WP_044106147.1	WP_119259758.1
N0.HOG0001433	OG0001391	n0		WP_009545177.1, WP_009545384.1, WP_009543672.1	WP_012596443.1			
N0.HOG0001434	OG0001392	n0		WP_009547380.1, WP_156922838.1, WP_009543680.1	WP_241392685.1			
N0.HOG0001435	OG0001393	n0		WP_009543681.1	WP_012596583.1		WP_044107307.1	WP_119260312.1
N0.HOG0001436	OG0001394	n0		WP_009543695.1, WP_009547355.1, WP_009544981.1, WP_009547925.1				
N0.HOG0001437	OG0001395	n0		WP_009543700.1	WP_015785148.1, WP_012595216.1			WP_119259462.1
N0.HOG0001438	OG0001396	n0		WP_009543706.1	WP_012594067.1		WP_044107615.1	WP_119260964.1
N0.HOG0001439	OG0001397	n0		WP_009543707.1	WP_012593473.1		WP_044106140.1	WP_119259752.1
N0.HOG0001440	OG0001398	n0		WP_009543720.1	WP_012595904.1		WP_044105760.1	WP_119259405.1
N0.HOG0001441	OG0001399	n0		WP_009543721.1	WP_012595903.1		WP_044105762.1	WP_119259406.1
N0.HOG0001442	OG0001400	n0		WP_009543729.1	WP_012594227.1		WP_145972256.1	WP_119260290.1
N0.HOG0001443	OG0001401	n0		WP_009543754.1, WP_009545263.1	WP_015957426.1			WP_119259563.1
N0.HOG0001444	OG0001402	n0		WP_009543768.1	WP_012596116.1		WP_171816439.1	WP_172582056.1
N0.HOG0001445	OG0001403	n0		WP_009543774.1	WP_012595229.1		WP_044106002.1	WP_119259640.1
N0.HOG0001446	OG0001404	n0		WP_009543780.1	WP_012593706.1		WP_044105802.1	WP_119259438.1
N0.HOG0001447	OG0001405	n0		WP_009543793.1, WP_009546602.1, WP_009546848.1	WP_012596419.1			
N0.HOG0001448	OG0001406	n0		WP_009543794.1	WP_012594780.1		WP_232509907.1	WP_119260922.1
N0.HOG0001449	OG0001407	n0		WP_009543795.1	WP_012596838.1		WP_044107463.1	WP_119260181.1
N0.HOG0001450	OG0001408	n0		WP_009546428.1, WP_009543809.1			WP_044106765.1	WP_119260775.1
N0.HOG0001451	OG0001409	n0		WP_009543810.1, WP_009546427.1			WP_084220199.1	WP_172582090.1
N0.HOG0001452	OG0001410	n0		WP_009546426.1, WP_009543811.1			WP_044106764.1	WP_119260776.1
N0.HOG0001453	OG0001411	n0		WP_009543812.1, WP_009546425.1			WP_044106763.1	WP_119260777.1
N0.HOG0001454	OG0001412	n0		WP_009544786.1, WP_009543818.1, WP_009547241.1	WP_012594750.1			
N0.HOG0001455	OG0001413	n0		WP_009543828.1	WP_012594866.1		WP_044107704.1	WP_119260201.1
N0.HOG0001456	OG0001414	n0		WP_009543846.1	WP_012593444.1		WP_044105544.1	WP_119260124.1
N0.HOG0001457	OG0001415	n0		WP_024750139.1, WP_243397428.1, WP_009543852.1	WP_012596705.1			
N0.HOG0001458	OG0001416	n0		WP_009544821.1, WP_009547081.1, WP_009543864.1	WP_012593414.1			
N0.HOG0001459	OG0001417	n0		WP_009543868.1	WP_012593590.1, WP_012595632.1, WP_012596956.1			
N0.HOG0001460	OG0001418	n0		WP_009543899.1	WP_012594249.1		WP_044107247.1	WP_119260354.1
N0.HOG0001461	OG0001419	n0		WP_009543901.1	WP_012594190.1		WP_044106721.1	WP_119260810.1
N0.HOG0001462	OG0001420	n0		WP_009543913.1	WP_012597282.1		WP_044106749.1	WP_119260790.1
N0.HOG0001463	OG0001421	n0		WP_009543916.1	WP_012594339.1		WP_044106254.1	WP_119259833.1
N0.HOG0001464	OG0001422	n0		WP_009543922.1	WP_012594493.1		WP_044107071.1	WP_119260511.1
N0.HOG0001465	OG0001423	n0		WP_009543962.1	WP_012595230.1		WP_232509843.1	WP_119259641.1
N0.HOG0001466	OG0001424	n0		WP_009543991.1, WP_009543990.1, WP_009547798.1	WP_012596262.1			
N0.HOG0001467	OG0001425	n0		WP_009543998.1	WP_012596396.1		WP_044106385.1	WP_119259936.1
N0.HOG0001468	OG0001426	n0		WP_009543999.1	WP_012596395.1		WP_044106386.1	WP_119259937.1
N0.HOG0001469	OG0001427	n0		WP_009544011.1	WP_012597202.1		WP_044106719.1	WP_119260811.1
N0.HOG0001470	OG0001428	n0		WP_009544018.1, WP_009546318.1	WP_012593598.1, WP_012593779.1			
N0.HOG0001471	OG0001429	n0		WP_009544619.1, WP_012362122.1, WP_009544033.1	WP_012595614.1			
N0.HOG0001472	OG0001430	n0		WP_009544035.1, WP_009545127.1	WP_012593405.1, WP_241392658.1			
N0.HOG0001473	OG0001431	n0		WP_009544039.1	WP_012596906.1		WP_044107453.1	WP_119260190.1
N0.HOG0001474	OG0001432	n0		WP_009544040.1	WP_015785157.1		WP_044107451.1	WP_119260191.1
N0.HOG0001475	OG0001433	n0		WP_009544043.1, WP_009544458.1	WP_012595740.1, WP_012593908.1			
N0.HOG0001476	OG0001434	n0		WP_009545139.1, WP_009544063.1, WP_009545385.1	WP_012596609.1			
N0.HOG0001477	OG0001435	n0		WP_009544079.1, WP_243397350.1, WP_009547169.1, WP_009548011.1				
N0.HOG0001478	OG0001436	n0		WP_009545000.1, WP_009544092.1			WP_044106207.1	WP_119259807.1
N0.HOG0001479	OG0001437	n0		WP_009544093.1	WP_012595636.1		WP_044106899.1	WP_119260656.1
N0.HOG0001480	OG0001438	n0		WP_009544098.1	WP_041229715.1		WP_044107631.1	WP_119261043.1
N0.HOG0001481	OG0001439	n0		WP_009544797.1, WP_009544111.1	WP_203427691.1, WP_012596374.1			
N0.HOG0001482	OG0001440	n0		WP_009544112.1, WP_009544663.1	WP_012595715.1, WP_012596348.1			
N0.HOG0001483	OG0001441	n0		WP_009544117.1	WP_203427673.1		WP_084220194.1	WP_119260875.1
N0.HOG0001484	OG0001442	n0		WP_009545351.1, WP_009544145.1	WP_012596689.1			WP_172582077.1
N0.HOG0001485	OG0001443	n0		WP_009544150.1	WP_012596812.1		WP_044105607.1	WP_119259295.1
N0.HOG0001486	OG0001444	n0		WP_009544151.1	WP_012595616.1		WP_044106316.1	WP_119260944.1
N0.HOG0001487	OG0001445	n0		WP_009544157.1	WP_012596111.1		WP_044105466.1	WP_119260153.1
N0.HOG0001488	OG0001446	n0		WP_009544163.1, WP_009545452.1	WP_241392584.1, WP_012594747.1			
N0.HOG0001489	OG0001447	n0		WP_009544545.1, WP_009544166.1, WP_009546114.1	WP_012594455.1			
N0.HOG0001490	OG0001448	n0		WP_009544172.1	WP_012593667.1		WP_044105746.1	WP_119259397.1
N0.HOG0001491	OG0001449	n0		WP_009544186.1	WP_012595939.1		WP_044106758.1	WP_119260782.1
N0.HOG0001492	OG0001450	n0		WP_009544197.1, WP_009544735.1	WP_012594305.1, WP_012594158.1			
N0.HOG0001493	OG0001451	n0		WP_009544212.1, WP_009547201.1	WP_241392632.1, WP_012595405.1			
N0.HOG0001494	OG0001452	n0		WP_009544227.1	WP_012594152.1		WP_044106561.1	WP_232014585.1
N0.HOG0001495	OG0001453	n0		WP_009544230.1	WP_012594552.1		WP_044106959.1	WP_119260604.1
N0.HOG0001496	OG0001454	n0		WP_009544235.1	WP_012594242.1		WP_044106093.1	WP_119259718.1
N0.HOG0001497	OG0001455	n0		WP_009544240.1	WP_012596127.1		WP_044107479.1	WP_119260160.1
N0.HOG0001498	OG0001456	n0		WP_009547578.1, WP_009544249.1	WP_041229655.1, WP_241392731.1			
N0.HOG0001499	OG0001457	n0		WP_009544254.1	WP_012596432.1		WP_044106939.1	WP_119260622.1
N0.HOG0001500	OG0001458	n0		WP_009544262.1	WP_012594375.1		WP_084220169.1	WP_119259486.1
N0.HOG0001501	OG0001459	n0		WP_009544268.1	WP_012597177.1		WP_044107356.1	WP_119260265.1
N0.HOG0001502	OG0001460	n0		WP_009544269.1	WP_012597178.1		WP_044107354.1	WP_119260266.1
N0.HOG0001503	OG0001461	n0		WP_009544270.1	WP_012597179.1		WP_044107352.1	WP_119260267.1
N0.HOG0001504	OG0001462	n0		WP_009544282.1	WP_012595013.1		WP_044107277.1	WP_119260335.1
N0.HOG0001505	OG0001463	n0		WP_009544290.1, WP_009547286.1	WP_012596039.1			WP_119260453.1
N0.HOG0001506	OG0001464	n0		WP_009544300.1, WP_009544299.1, WP_009546393.1, WP_009546392.1				
N0.HOG0001507	OG0001465	n0		WP_009546395.1, WP_009545080.1, WP_009546379.1, WP_009544303.1				
N0.HOG0001508	OG0001466	n0		WP_009544319.1	WP_241392582.1		WP_044107088.1	WP_119260489.1
N0.HOG0001509	OG0001467	n0		WP_009544326.1	WP_015957398.1, WP_015957434.1, WP_015785382.1			
N0.HOG0001510	OG0001468	n0		WP_009544339.1	WP_012594646.1		WP_044107480.1	WP_119260976.1
N0.HOG0001511	OG0001469	n0		WP_009544341.1	WP_012594648.1		WP_044107482.1	WP_119260161.1
N0.HOG0001512	OG0001470	n0		WP_009545795.1, WP_009544448.1, WP_009544343.1	WP_012595826.1			
N0.HOG0001513	OG0001471	n0		WP_009544361.1	WP_012595261.1		WP_232509845.1, WP_232509846.1	
N0.HOG0001514	OG0001472	n0		WP_009544363.1	WP_015785170.1		WP_044106873.1	WP_119260680.1
N0.HOG0001515	OG0001473	n0		WP_009544375.1	WP_012596859.1		WP_044106730.1	WP_119260803.1
N0.HOG0001516	OG0001474	n0		WP_009544376.1	WP_012596860.1		WP_044106731.1	WP_119260802.1
N0.HOG0001517	OG0001475	n0		WP_009544380.1, WP_009545872.1	WP_012595581.1, WP_241392730.1			
N0.HOG0001518	OG0001476	n0		WP_024750279.1, WP_009544395.1	WP_012594719.1, WP_012593386.1			
N0.HOG0001519	OG0001477	n0		WP_009545944.1, WP_009544407.1, WP_009547550.1	WP_012595543.1			
N0.HOG0001520	OG0001478	n0		WP_009544411.1	WP_041229739.1		WP_044106481.1	WP_119260006.1
N0.HOG0001521	OG0001479	n0		WP_009544416.1	WP_012596069.1		WP_044105897.1	WP_119259538.1
N0.HOG0001522	OG0001480	n0		WP_009544417.1	WP_012596068.1		WP_044105898.1	WP_119259539.1
N0.HOG0001523	OG0001481	n0		WP_009544419.1	WP_012596464.1		WP_145972254.1	WP_119260384.1
N0.HOG0001524	OG0001482	n0		WP_009544434.1	WP_012593973.1		WP_044105848.1	WP_119259487.1
N0.HOG0001525	OG0001483	n0		WP_009544442.1, WP_009544547.1	WP_012593492.1			WP_119259583.1
N0.HOG0001526	OG0001484	n0		WP_009544443.1	WP_012594510.1		WP_044107170.1	WP_119260419.1
N0.HOG0001527	OG0001485	n0		WP_009544452.1	WP_012593793.1		WP_171816466.1	WP_172582117.1
N0.HOG0001528	OG0001486	n0		WP_009544454.1	WP_012593562.1		WP_052470649.1	WP_119260289.1
N0.HOG0001529	OG0001487	n0		WP_009544470.1	WP_015785159.1		WP_044106249.1	WP_119259831.1
N0.HOG0001530	OG0001488	n0		WP_009544475.1	WP_012595933.1		WP_044105984.1	WP_119259623.1
N0.HOG0001531	OG0001489	n0		WP_009544499.1	WP_012595478.1		WP_044106715.1	WP_119260813.1
N0.HOG0001532	OG0001490	n0		WP_009544504.1	WP_012594274.1		WP_044107368.1	WP_119260252.1
N0.HOG0001533	OG0001491	n0		WP_009544505.1	WP_012595673.1		WP_044105919.1	WP_119260910.1
N0.HOG0001534	OG0001492	n0		WP_009544506.1	WP_015785158.1		WP_044105917.1	WP_119259558.1
N0.HOG0001535	OG0001493	n0		WP_009544521.1	WP_012594737.1		WP_044106480.1	WP_119260005.1
N0.HOG0001536	OG0001494	n0		WP_009544530.1	WP_012593906.1		WP_044106840.1	WP_119260711.1
N0.HOG0001537	OG0001495	n0		WP_009544532.1	WP_012594690.1		WP_044106838.1	WP_119260712.1
N0.HOG0001538	OG0001496	n0		WP_024750347.1, WP_009544538.1	WP_012593697.1		WP_052470599.1	
N0.HOG0001539	OG0001497	n0		WP_009544588.1	WP_012594072.1		WP_044106126.1	WP_119259738.1
N0.HOG0001540	OG0001498	n0		WP_009544609.1	WP_012596551.1		WP_044106903.1	WP_119260653.1
N0.HOG0001541	OG0001499	n0		WP_009544610.1	WP_012596550.1		WP_044106905.1	WP_119260652.1
N0.HOG0001542	OG0001500	n0		WP_009544612.1	WP_012595597.1		WP_044106391.1	WP_119259944.1
N0.HOG0001543	OG0001501	n0		WP_009544627.1	WP_012593406.1		WP_044106849.1	WP_119260704.1
N0.HOG0001544	OG0001502	n0		WP_009544647.1, WP_009546316.1, WP_009546963.1	WP_015957390.1			
N0.HOG0001545	OG0001503	n0		WP_009544659.1	WP_012596317.1, WP_012596951.1, WP_012593077.1			
N0.HOG0001546	OG0001504	n0		WP_009544665.1	WP_041229590.1		WP_044106929.1	WP_119260629.1
N0.HOG0001547	OG0001505	n0		WP_009544669.1	WP_012595922.1		WP_044107132.1	WP_119260448.1
N0.HOG0001548	OG0001506	n0		WP_009545421.1, WP_009546718.1, WP_009544671.1, WP_009545361.1				
N0.HOG0001549	OG0001507	n0		WP_009544679.1	WP_012594241.1		WP_044107186.1	WP_119260407.1
N0.HOG0001550	OG0001508	n0		WP_009544694.1	WP_012595021.1		WP_044106604.1	WP_119260112.1
N0.HOG0001551	OG0001509	n0		WP_009546910.1, WP_009545871.1, WP_009544708.1	WP_012593005.1			
N0.HOG0001552	OG0001510	n0		WP_009544710.1	WP_015785192.1		WP_171816408.1	WP_172582101.1
N0.HOG0001553	OG0001511	n0		WP_009546204.1, WP_009544728.1, WP_035857523.1	WP_012596909.1			
N0.HOG0001554	OG0001512	n0		WP_009544730.1, WP_009547180.1	WP_203427705.1, WP_012596826.1			
N0.HOG0001555	OG0001513	n0		WP_009544977.1, WP_009544737.1	WP_012593484.1, WP_012594714.1			
N0.HOG0001556	OG0001514	n0		WP_009544739.1	WP_012594486.1		WP_070104601.1	WP_232014553.1
N0.HOG0001557	OG0001515	n0		WP_009546008.1, WP_243397375.1, WP_009544751.1	WP_012597064.1			
N0.HOG0001558	OG0001516	n0		WP_009544776.1	WP_012593643.1		WP_232509882.1	WP_119260469.1
N0.HOG0001559	OG0001517	n0		WP_009544812.1	WP_012593718.1		WP_044105703.1	WP_119259370.1
N0.HOG0001560	OG0001518	n0		WP_009544828.1	WP_012594307.1		WP_044106120.1	WP_119259735.1
N0.HOG0001561	OG0001519	n0		WP_009544831.1	WP_012595271.1		WP_171816372.1	WP_119259443.1
N0.HOG0001562	OG0001520	n0		WP_009544836.1, WP_009547057.1	WP_012594365.1, WP_012594357.1			
N0.HOG0001563	OG0001521	n0		WP_009544840.1	WP_012593954.1		WP_044105957.1	WP_119259595.1
N0.HOG0001564	OG0001522	n0		WP_009544851.1	WP_012595791.1		WP_044106327.1	WP_119259887.1
N0.HOG0001565	OG0001523	n0		WP_009544859.1	WP_012597221.1		WP_044105721.1	WP_119259383.1
N0.HOG0001566	OG0001524	n0		WP_009544886.1	WP_012595168.1, WP_012596226.1, WP_015957395.1			
N0.HOG0001567	OG0001525	n0		WP_009544901.1	WP_012593431.1, WP_012596955.1		WP_044107218.1	
N0.HOG0001568	OG0001526	n0		WP_009544907.1	WP_012596823.1		WP_044106252.1	WP_119259832.1
N0.HOG0001569	OG0001527	n0		WP_009544915.1	WP_012594473.1		WP_044105794.1	WP_119259428.1
N0.HOG0001570	OG0001528	n0		WP_009544922.1	WP_012595081.1		WP_044107096.1	WP_119260477.1
N0.HOG0001571	OG0001529	n0		WP_009544925.1	WP_012593731.1		WP_044106844.1	WP_119260708.1
N0.HOG0001572	OG0001530	n0		WP_009544938.1	WP_012595895.1		WP_044107190.1	WP_119260403.1
N0.HOG0001573	OG0001531	n0		WP_009544944.1	WP_241392695.1		WP_044106562.1	WP_119260070.1
N0.HOG0001574	OG0001532	n0		WP_009544946.1	WP_012594531.1		WP_044105912.1	WP_119259552.1
N0.HOG0001575	OG0001533	n0		WP_009547864.1, WP_009544948.1, WP_009546941.1	WP_012593895.1			
N0.HOG0001576	OG0001534	n0		WP_009547865.1, WP_009546942.1, WP_009544949.1	WP_012593896.1			
N0.HOG0001577	OG0001535	n0		WP_009544953.1	WP_012594543.1		WP_044106571.1	WP_119260074.1
N0.HOG0001578	OG0001536	n0		WP_009544956.1	WP_012596053.1		WP_044106538.1	WP_119260055.1
N0.HOG0001579	OG0001537	n0		WP_009544962.1	WP_012594559.1		WP_044105697.1	WP_119259366.1
N0.HOG0001580	OG0001538	n0		WP_009544963.1	WP_012596162.1		WP_044105698.1	WP_119259367.1
N0.HOG0001581	OG0001539	n0		WP_009544987.1	WP_012593586.1		WP_044106879.1	WP_119260676.1
N0.HOG0001582	OG0001540	n0		WP_009544994.1	WP_012596715.1		WP_044106668.1	WP_119260842.1
N0.HOG0001583	OG0001541	n0		WP_009544995.1	WP_012596713.1		WP_044106665.1	WP_119260844.1
N0.HOG0001584	OG0001542	n0		WP_009545010.1	WP_012593705.1		WP_044107357.1	WP_119260264.1
N0.HOG0001585	OG0001543	n0		WP_009545024.1	WP_012595816.1		WP_044107202.1	WP_119260394.1
N0.HOG0001586	OG0001544	n0		WP_009545027.1	WP_012595363.1		WP_044105882.1	WP_119259525.1
N0.HOG0001587	OG0001545	n0		WP_009545029.1	WP_041229771.1		WP_044107545.1	WP_119260908.1
N0.HOG0001588	OG0001546	n0		WP_009545055.1	WP_012596235.1, WP_012596244.1, WP_012595516.1			
N0.HOG0001589	OG0001547	n0		WP_009545062.1	WP_012595505.1, WP_012597167.1, WP_012595521.1			
N0.HOG0001590	OG0001548	n0		WP_009545087.1	WP_012593725.1		WP_044106500.1	WP_119260028.1
N0.HOG0001591	OG0001549	n0		WP_009545092.1	WP_015957369.1		WP_052470613.1	WP_232014560.1
N0.HOG0001592	OG0001550	n0		WP_009545102.1	WP_012595777.1		WP_044106507.1	WP_119260033.1
N0.HOG0001593	OG0001551	n0		WP_009545104.1	WP_012596834.1, WP_049769552.1		WP_232509927.1	
N0.HOG0001594	OG0001552	n0		WP_009545126.1	WP_012594145.1		WP_232509825.1	WP_119259360.1
N0.HOG0001595	OG0001553	n0		WP_009545142.1, WP_009547283.1, WP_009547861.1	WP_012595537.1			
N0.HOG0001596	OG0001554	n0		WP_009545146.1	WP_012593587.1		WP_044107702.1	WP_119260210.1
N0.HOG0001597	OG0001555	n0		WP_009545148.1	WP_012597127.1		WP_044106212.1	WP_119259809.1
N0.HOG0001598	OG0001556	n0		WP_009545149.1	WP_012594881.1		WP_145972226.1	WP_119260934.1
N0.HOG0001599	OG0001557	n0		WP_009545155.1	WP_012594428.1		WP_232509877.1	WP_119260527.1
N0.HOG0001600	OG0001558	n0		WP_009545167.1	WP_012596180.1		WP_044105644.1	WP_119259328.1
N0.HOG0001601	OG0001559	n0		WP_009545170.1	WP_012596135.1		WP_044106201.1	WP_119259801.1
N0.HOG0001602	OG0001560	n0		WP_009545171.1	WP_012594191.1		WP_044106202.1	WP_119259802.1
N0.HOG0001603	OG0001561	n0		WP_009545194.1, WP_009545195.1	WP_012594736.1, WP_012595030.1			
N0.HOG0001604	OG0001562	n0		WP_009545197.1	WP_012594370.1		WP_044107112.1	WP_119260465.1
N0.HOG0001605	OG0001563	n0		WP_009545198.1	WP_012594369.1		WP_044107111.1	WP_119260466.1
N0.HOG0001606	OG0001564	n0		WP_009545199.1	WP_012594368.1		WP_044107110.1	WP_119261004.1
N0.HOG0001607	OG0001565	n0		WP_009545200.1	WP_012594367.1		WP_044107109.1	WP_119260467.1
N0.HOG0001608	OG0001566	n0		WP_009545202.1	WP_241392613.1		WP_044105977.1	WP_119259614.1
N0.HOG0001609	OG0001567	n0		WP_009545206.1, WP_009547182.1	WP_012594027.1, WP_012596824.1			
N0.HOG0001610	OG0001568	n0		WP_009545210.1	WP_015957327.1		WP_044107406.1	WP_119260222.1
N0.HOG0001611	OG0001569	n0		WP_009545220.1	WP_015957432.1		WP_044106331.1	WP_119259892.1
N0.HOG0001612	OG0001570	n0		WP_009545222.1	WP_012796756.1		WP_044105709.1	WP_119259373.1
N0.HOG0001613	OG0001571	n0		WP_009545223.1	WP_012593715.1		WP_044105707.1	WP_119259372.1
N0.HOG0001614	OG0001572	n0		WP_009545254.1	WP_012594034.1		WP_044106338.1	WP_119259900.1
N0.HOG0001615	OG0001573	n0		WP_009545266.1	WP_012595043.1		WP_044106796.1	WP_119260758.1
N0.HOG0001616	OG0001574	n0		WP_009545268.1	WP_012595045.1		WP_044106795.1	WP_119260760.1
N0.HOG0001617	OG0001575	n0		WP_009545280.1, WP_009546388.1	WP_012595606.1, WP_012594213.1			
N0.HOG0001618	OG0001576	n0		WP_009545300.1	WP_012595350.1		WP_044105769.1	WP_119259411.1
N0.HOG0001619	OG0001577	n0		WP_009545302.1	WP_012594678.1		WP_044106790.1	WP_119260762.1
N0.HOG0001620	OG0001578	n0		WP_009545314.1	WP_012595825.1		WP_044107577.1	WP_119260925.1
N0.HOG0001621	OG0001579	n0		WP_009545326.1	WP_012594808.1		WP_044105881.1	WP_119259522.1
N0.HOG0001622	OG0001580	n0		WP_009545327.1	WP_012594809.1		WP_044105880.1	WP_119259521.1
N0.HOG0001623	OG0001581	n0		WP_009545328.1	WP_203427716.1		WP_044105879.1	WP_119259520.1
N0.HOG0001624	OG0001582	n0		WP_009545329.1	WP_012593597.1		WP_044106830.1	WP_119260720.1
N0.HOG0001625	OG0001583	n0		WP_009545343.1	WP_203427719.1		WP_044105939.1	WP_119259579.1
N0.HOG0001626	OG0001584	n0		WP_009545357.1	WP_012593467.1, WP_012596677.1, WP_241392614.1			
N0.HOG0001627	OG0001585	n0		WP_009545366.1	WP_012594010.1		WP_044106075.1	WP_119259704.1
N0.HOG0001628	OG0001586	n0		WP_009547084.1, WP_009546737.1, WP_009545372.1	WP_012594815.1			
N0.HOG0001629	OG0001587	n0		WP_009545381.1	WP_012595414.1		WP_044106971.1	WP_119260588.1
N0.HOG0001630	OG0001588	n0		WP_009545405.1	WP_012594380.1		WP_044106196.1	WP_119259793.1
N0.HOG0001631	OG0001589	n0		WP_009545424.1	WP_012596799.1		WP_044107158.1	WP_119260431.1
N0.HOG0001632	OG0001590	n0		WP_009545441.1	WP_012594265.1		WP_044107512.1	WP_119259309.1
N0.HOG0001633	OG0001591	n0		WP_009545450.1, WP_009547131.1	WP_012594745.1, WP_015957319.1			
N0.HOG0001634	OG0001592	n0		WP_009545455.1	WP_012593026.1, WP_012594596.1			WP_119260480.1
N0.HOG0001635	OG0001593	n0		WP_009545470.1	WP_012594956.1		WP_044106760.1	WP_119260780.1
N0.HOG0001636	OG0001594	n0		WP_009545485.1	WP_012595557.1		WP_145972229.1	WP_119259881.1
N0.HOG0001637	OG0001595	n0		WP_009545502.1	WP_012596656.1		WP_171816411.1	WP_172582099.1
N0.HOG0001638	OG0001596	n0		WP_009545507.1	WP_012595162.1		WP_044106641.1	WP_119260869.1
