source:/home/lalibelulalo/PIPELINES_2023/ASR_ORTHOLOGUES/Synechococcus_cyanobium_clade/pangenoma	Cyanobium_gracile_PCC_6307_GCF_000316515.1_genomic.gbff	Cyanobium_sp_M30B3_GCF_018399015.1_genomic.gbff	Cyanobium_sp_NIES-981_GCF_900088535.1_genomic.gbff	Cyanobium_sp_NS01_GCF_014280235.1_genomic.gbff	Synechococcus_sp_CBW1002_GCF_015840915.1_genomic.gbff	Synechococcus_sp_CBW1004_GCF_015840715.1_genomic.gbff	Synechococcus_sp_CBW1006_GCF_015840525.1_genomic.gbff	Synechococcus_sp_CBW1108_GCF_015840335.1_genomic.gbff	
10591_CIA30_family_protein.faa	1	1	1	1	1	1	1	1	
10592_pgl.faa	1	1	1	1	1	1	1	1	
10593_gndA.faa	1	1	1	1	1	1	1	1	
10594_glucose-1-phosphate_...faa	1	1	1	1	1	1	1	1	
10595_glutamyl-tRNA_reduct...faa	1	1	1	1	1	1	1	1	
10596_glpX.faa	1	1	1	1	1	1	1	1	
10597_rpe.faa	1	1	1	1	1	1	1	1	
10598_ccsB.faa	1	1	1	1	1	1	1	1	
10599_LptF-LptG_family_per...faa	1	1	1	1	1	1	1	1	
10600_lptB.faa	1	1	1	1	1	0	1	1	
10601_LPS-assembly_protein...faa	0	0	0	1	0	0	0	1	
10602_DUF309_domain-contai...faa	1	1	1	1	1	1	1	1	
10603_typA.faa	1	1	1	1	1	1	1	1	
10604_M15_family_metallope...faa	1	1	1	1	1	1	1	1	
10605_chlP.faa	1	1	1	1	1	1	1	1	
10606_glyS.faa	1	1	1	1	1	1	1	1	
10607_sir.faa	1	1	1	1	1	1	1	1	
10608_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10609_D-alanyl-D-alanine_d...faa	1	1	1	1	1	1	1	1	
10610_recG.faa	1	1	1	1	1	1	1	1	
10611_hypothetical_protein.faa	1	1	1	1	0	0	0	1	
10612_tsf.faa	1	1	1	1	1	1	1	1	
10613_rpsB.faa	1	1	1	1	1	1	1	1	
10614_glycosyltransferase_...faa	1	1	1	1	1	1	1	1	
10615_hypothetical_protein.faa	1	1	1	1	1	1	1	1	
10616_DevA_family_ABC_tran...faa	1	1	1	1	1	1	1	1	
10617_devC.faa	1	1	1	1	1	1	1	1	
10618_HlyD_family_efflux_t...faa	1	1	1	1	1	1	1	1	
10619_phycocyanobilin-ferr...faa	1	1	1	1	1	1	1	1	
10620_insulinase_family_pr...faa	1	1	1	1	1	1	1	1	
10621_insulinase_family_pr...faa	1	1	1	1	1	1	1	1	
10622_ferritin-like_domain...faa	0	0	1	1	0	0	0	0	
10623_DUF3148_domain-conta...faa	0	0	0	1	0	0	0	0	
10624_biotin_transporter_B...faa	1	1	1	1	1	1	1	1	
10625_lspA.faa	1	1	1	1	1	1	1	1	
10626_transglycosylase_dom...faa	1	1	1	1	1	1	1	1	
10627_GTP-binding_protein.faa	1	0	1	1	1	1	1	1	
10628_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10629_pyridoxal-dependent_...faa	1	1	1	1	1	1	1	1	
10630_deaminase.faa	1	1	1	1	1	1	1	1	
10631_alanine--glyoxylate_...faa	1	1	1	1	1	1	1	1	
10632_allophycocyanin_subu...faa	1	1	1	1	1	1	1	1	
10633_glnA.faa	1	1	1	1	1	1	1	0	
10634_hypothetical_protein.faa	0	1	1	1	0	1	0	0	
10635_FkbM_family_methyltr...faa	0	0	1	1	0	0	0	0	
10636_hypothetical_protein.faa	0	1	1	1	1	1	1	1	
10637_DUF6439_family_prote...faa	1	1	1	1	1	1	1	1	
10638_ATP-binding_protein.faa	1	1	1	1	1	1	1	1	
10639_GUN4_domain-containi...faa	1	1	1	1	1	1	1	1	
10640_psb28.faa	1	1	1	1	1	1	1	1	
10641_AI-2E_family_transpo...faa	1	1	1	1	1	1	1	1	
10642_AI-2E_family_transpo...faa	1	1	1	1	1	1	1	1	
10643_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10644_secF.faa	1	1	1	1	1	1	1	1	
10645_secD.faa	1	1	1	1	1	1	1	1	
10646_pyruvate_dehydrogena...faa	1	1	1	1	1	1	1	1	
10647_DUF3082_domain-conta...faa	1	1	1	1	1	1	1	1	
10648_ispE.faa	1	1	1	1	1	1	1	1	
10649_rsmA.faa	1	1	1	1	1	1	1	0	
10650_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10651_YraN_family_protein.faa	1	1	1	1	1	1	1	1	
10652_pentapeptide_repeat-...faa	1	1	1	1	1	1	1	1	
10653_hypothetical_protein.faa	1	1	1	1	1	1	1	1	
10654_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10655_gap.faa	1	1	1	1	1	1	1	1	
10656_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10657_DUF805_domain-contai...faa	0	0	0	1	0	0	0	0	
10658_hypothetical_protein.faa	0	1	1	1	0	0	0	1	
10659_succinate_dehydrogen...faa	1	1	1	1	1	1	1	1	
10660_fumarate_reductase-s...faa	1	1	1	1	1	1	1	1	
10661_succinate_dehydrogen...faa	1	1	1	1	1	1	1	1	
10663_Y-family_DNA_polymer...faa	1	1	1	1	1	1	1	1	
10664_hypothetical_protein.faa	0	1	1	1	1	1	1	1	
10665_energy-coupling_fact...faa	0	0	0	1	0	0	0	0	
10666_energy-coupling_fact...faa	0	0	0	1	0	0	0	0	
10667_cbiQ.faa	0	0	0	1	0	0	0	0	
10668_energy-coupling_fact...faa	0	0	0	1	0	0	0	0	
10669_pstS.faa	1	1	1	1	1	1	1	1	
10671_DUF3122_domain-conta...faa	1	0	1	1	1	1	1	0	
10672_rhodanese-like_domai...faa	0	0	0	1	0	0	0	0	
10673_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10674_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10675_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10676_heavy_metal_transloc...faa	1	0	0	2	1	2	0	0	
10677_hypothetical_protein.faa	0	0	1	1	0	0	0	0	
10678_nucleotidyltransfera...faa	0	2	1	1	1	1	1	1	
10679_HEPN_domain-containi...faa	0	0	0	1	0	0	0	0	
10680_type_II_toxin-antito...faa	0	0	0	1	1	1	1	0	
10681_type_II_toxin-antito...faa	1	1	0	1	1	1	0	0	
10682_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10683_DUF433_domain-contai...faa	0	0	0	1	0	0	1	0	
10684_addiction_module_pro...faa	0	0	0	1	0	0	0	0	
10685_type_II_toxin-antito...faa	0	1	0	1	0	0	0	0	
10686_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10687_addiction_module_pro...faa	1	0	0	1	0	0	0	0	
10688_HNH_endonuclease.faa	0	0	0	1	0	0	0	0	
10689_DUF433_domain-contai...faa	0	1	0	1	0	0	0	0	
10690_HIT_family_protein.faa	0	1	0	1	0	0	0	0	
10691_HNH_endonuclease.faa	1	0	0	1	0	1	1	2	
10692_hypothetical_protein.faa	0	1	0	1	0	0	1	0	
10694_GIY-YIG_nuclease_fam...faa	0	1	0	1	0	0	0	1	
10695_M48_family_metallope...faa	0	0	0	1	1	0	1	0	
10696_HsdR_family_type_I_s...faa	0	0	0	1	0	0	0	0	
10697_AAA_family_ATPase.faa	0	0	0	1	0	0	0	0	
10698_restriction_endonucl...faa	0	0	0	1	0	0	0	0	
10699_N-6_DNA_methylase.faa	0	0	0	1	0	0	0	0	
10702_type_I_restriction-m...faa	0	0	0	1	0	0	0	0	
10703_helicase-related_pro...faa	0	0	0	1	0	0	0	0	
10704_DUF3427_domain-conta...faa	0	0	0	1	0	0	0	0	
10705_DUF433_domain-contai...faa	1	0	1	1	0	0	0	0	
10706_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10707_DNA-binding_protein.faa	0	0	0	1	0	0	1	1	
10708_type_II_toxin-antito...faa	1	0	0	1	0	1	1	1	
10709_DUF3427_domain-conta...faa	0	0	1	1	1	0	1	0	
10710_DUF433_domain-contai...faa	1	2	0	1	1	2	1	0	
10711_hypothetical_protein.faa	1	0	1	1	0	0	0	0	
10712_hypothetical_protein.faa	1	0	0	1	0	0	1	0	
10713_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10714_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10715_AI-2E_family_transpo...faa	0	0	0	1	1	0	1	0	
10716_dnaG.faa	1	1	1	1	1	1	1	1	
10717_DMT_family_transport...faa	1	1	1	1	1	1	1	1	
10718_YbfB-YjiJ_family_MFS...faa	0	0	0	1	0	0	0	0	
10719_hypothetical_protein.faa	0	0	0	1	0	0	0	1	
10720_ruvA.faa	1	1	1	1	1	1	1	1	
10721_rpsO.faa	1	1	1	1	1	1	1	1	
10722_PAM68_family_protein.faa	1	1	1	1	1	0	1	0	
10723_DNA_polymerase_III_s...faa	1	1	1	1	1	1	1	1	
10724_gatA.faa	1	1	1	1	1	1	1	1	
10725_DUF1816_domain-conta...faa	1	1	1	1	1	1	1	1	
10726_rlmB.faa	0	0	1	1	0	0	0	1	
10727_ribonuclease_III.faa	1	1	1	1	1	1	1	1	
10728_STAS_domain-containi...faa	1	1	1	1	1	1	1	1	
10729_carA.faa	1	1	1	1	1	1	1	1	
10730_trpD.faa	1	1	1	1	1	1	1	1	
10731_DUF3288_family_prote...faa	1	1	1	1	1	1	1	1	
10732_ABC_transporter_ATP-...faa	1	1	1	1	1	1	1	1	
10733_hypothetical_protein.faa	1	1	1	1	1	1	1	1	
10734_msrA.faa	1	0	1	1	1	1	1	1	
10735_hypothetical_protein.faa	1	1	1	1	1	0	1	1	
10736_hypothetical_protein.faa	0	0	1	1	1	1	1	1	
10737_hypothetical_protein.faa	1	1	1	1	1	1	1	1	
10738_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10739_exonuclease_domain-c...faa	1	1	1	1	1	0	1	1	
10740_peroxiredoxin.faa	1	1	1	1	1	1	1	1	
10741_DUF1350_family_prote...faa	1	1	1	1	1	1	1	1	
10742_acs.faa	1	1	1	1	1	1	1	1	
10743_hypothetical_protein.faa	1	0	0	1	1	0	1	0	
10744_HAD_family_phosphata...faa	1	1	1	1	1	1	1	1	
10745_sds.faa	1	1	1	1	1	1	1	1	
10746_murI.faa	1	1	1	1	1	1	1	1	
10747_N-acetylmuramoyl-L-a...faa	1	1	1	1	1	1	1	1	
10748_carbon-nitrogen_hydr...faa	1	1	1	1	1	1	1	1	
10749_2-phosphosulfolactat...faa	1	1	1	1	1	1	1	1	
10750_UbiD_family_decarbox...faa	1	1	1	1	1	1	1	1	
10751_Rrf2_family_transcri...faa	1	1	1	1	1	1	1	1	
10752_aroA.faa	1	1	1	1	1	1	1	1	
10753_MnmC_family_methyltr...faa	1	1	1	1	1	1	1	0	
10754_glmU.faa	1	1	1	1	1	1	1	1	
10755_UDP-N-acetylmuramoyl...faa	1	1	1	1	1	1	1	1	
10756_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10757_glgA.faa	1	1	1	1	1	1	1	1	
10758_L-D-transpeptidase.faa	0	1	1	1	0	0	0	1	
10759_menB.faa	1	1	1	1	1	1	1	1	
10760_menD.faa	1	1	1	1	1	1	1	1	
10761_lepB.faa	1	1	1	1	1	1	1	1	
10762_DUF760_domain-contai...faa	1	1	1	1	1	1	1	1	
10763_DUF4336_domain-conta...faa	1	1	1	1	1	1	1	1	
10764_metal_ABC_transporte...faa	1	1	1	1	1	0	1	1	
10765_metal_ABC_transporte...faa	1	1	1	1	1	0	1	1	
10766_zinc_ABC_transporter...faa	1	1	1	1	1	0	1	1	
10768_DUF697_domain-contai...faa	1	1	1	1	1	1	1	0	
10769_hypothetical_protein.faa	1	1	1	1	1	0	1	1	
10770_hypothetical_protein.faa	0	0	1	1	1	0	1	1	
10771_trpS.faa	1	1	1	1	1	1	1	1	
10772_glycoside_hydrolase_...faa	1	1	1	1	1	0	1	0	
10773_TM2_domain-containin...faa	1	1	1	1	1	1	1	1	
10774_DUF2605_family_prote...faa	1	1	1	1	1	1	1	1	
10775_thrS.faa	1	1	1	1	1	1	1	1	
10776_glucokinase.faa	1	1	1	1	1	1	1	1	
10777_thrB.faa	1	1	1	1	1	1	1	1	
10779_M3_family_metallopep...faa	1	1	1	1	1	1	1	1	
10780_aminoglycoside_phosp...faa	1	1	1	1	1	1	1	1	
10781_DOMON-like_domain-co...faa	1	1	1	1	1	1	1	1	
10782_hypothetical_protein.faa	0	0	1	1	0	0	0	0	
10783_polysaccharide_pyruv...faa	0	0	1	1	0	0	0	0	
10784_folB.faa	1	1	1	1	1	1	1	1	
10785_glutamate-5-semialde...faa	1	1	1	1	1	1	1	1	
10786_ROK_family_protein.faa	1	1	1	1	1	1	1	1	
10787_translocation-assemb...faa	0	1	1	1	1	1	1	1	
10788_Ycf51_family_protein.faa	1	1	1	1	1	1	1	1	
10789_DUF4332_domain-conta...faa	1	1	1	1	1	1	1	1	
10790_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10791_CocE-NonD_family_hyd...faa	1	1	1	1	1	1	1	1	
10792_DUF3887_domain-conta...faa	1	1	0	1	1	1	1	1	
10793_glgB.faa	1	1	1	1	1	1	1	1	
10794_hemE.faa	1	1	1	1	1	1	1	1	
10795_NAD-P--dependent_oxi...faa	1	1	1	1	1	1	1	1	
10796_c-type_cytochrome.faa	1	1	1	1	1	1	1	1	
10797_hypothetical_protein.faa	1	1	1	1	1	1	1	0	
10798_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10799_istB.faa	0	0	1	1	0	0	1	1	
10801_clpB.faa	3	3	3	3	3	3	3	3	
10802_NAD-dependent_epimer...faa	0	0	1	1	0	0	1	1	
10803_FAD-NAD-P--binding_p...faa	1	0	0	1	0	0	1	0	
10804_GTP-binding_protein.faa	1	0	0	1	0	0	1	0	
10805_hypothetical_protein.faa	1	0	0	1	0	0	1	0	
10806_metal_ABC_transporte...faa	1	1	1	1	1	1	2	0	
10807_metal_ABC_transporte...faa	1	1	0	1	0	0	1	0	
10808_metal_ABC_transporte...faa	2	1	1	1	1	1	2	0	
10809_metallothionein.faa	1	0	1	1	1	0	0	0	
10810_hypothetical_protein.faa	0	1	0	1	1	0	1	0	
10812_MbcA-ParS-Xre_antito...faa	1	1	0	1	0	0	0	0	
10813_RES_family_NAD+_phos...faa	1	2	0	1	0	0	0	0	
10814_ArdC_family_protein.faa	0	0	0	1	0	0	0	0	
10815_zincin-like_metallop...faa	0	0	0	1	0	0	0	0	
10816_DUF1819_family_prote...faa	0	0	0	1	1	0	1	0	
10817_DUF1788_domain-conta...faa	0	0	0	1	1	1	1	0	
10818_brxC.faa	0	0	0	1	1	1	1	0	
10819_pglX.faa	0	0	0	1	1	0	0	1	
10820_pglZ.faa	0	0	0	1	1	0	1	1	
10821_brxL.faa	0	0	0	1	1	0	1	1	
10822_restriction_endonucl...faa	1	0	0	1	1	0	0	0	
10823_DUF4236_domain-conta...faa	1	1	1	1	0	0	0	1	
10824_alpha-beta_fold_hydr...faa	1	0	0	1	0	1	0	0	
10825_PIN_domain-containin...faa	0	0	0	1	0	0	0	0	
10826_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10827_hypothetical_protein.faa	1	1	1	1	0	1	0	1	
10828_AraC_family_transcri...faa	0	0	0	1	0	0	0	0	
10829_NAD-P-H-binding_prot...faa	0	0	0	1	0	0	0	0	
10830_4a-hydroxytetrahydro...faa	1	1	1	1	0	1	0	0	
10831_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10832_secondary_thiamine-p...faa	1	1	1	1	1	1	1	1	
10833_DUF393_domain-contai...faa	1	1	1	1	1	1	1	1	
10834_DUF2721_domain-conta...faa	1	1	1	1	1	1	1	0	
10835_OsmC_family_protein.faa	1	0	1	1	1	1	1	1	
10836_carboxypeptidase_M32.faa	1	1	1	1	1	1	1	1	
10837_inorganic_diphosphat...faa	1	1	1	1	1	1	1	1	
10838_L-D-transpeptidase.faa	0	0	0	1	0	0	0	0	
10839_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10840_hemC.faa	1	1	1	1	1	1	1	1	
10841_DUF1824_family_prote...faa	1	1	1	1	1	1	1	1	
10842_rpoD.faa	1	1	1	1	1	1	1	1	
10843_priA.faa	1	1	1	1	1	1	1	1	
10844_DUF3153_domain-conta...faa	1	0	1	1	1	1	1	1	
10845_argB.faa	1	1	1	1	1	1	1	1	
10846_DUF2854_domain-conta...faa	1	1	1	1	1	1	1	1	
10847_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10848_single-stranded_DNA-...faa	1	1	1	1	1	1	1	1	
10849_precorrin-6A-cobalt-...faa	1	1	1	1	1	1	1	1	
10850_adenosine_kinase.faa	1	1	1	1	1	1	1	1	
10851_adenylosuccinate_syn...faa	1	1	1	1	1	1	1	1	
10852_psb27.faa	1	0	1	1	1	1	1	1	
10853_proline--tRNA_ligase.faa	1	1	1	1	1	1	1	1	
10854_resolvase.faa	1	1	1	1	1	1	1	1	
10855_inorganic_diphosphat...faa	0	1	1	1	1	0	1	0	
10856_class_I_SAM-dependen...faa	1	1	1	1	1	1	1	1	
10857_-2Fe-2S--binding_pro...faa	1	1	1	1	1	1	1	1	
10858_Spx-MgsR_family_RNA_...faa	1	1	1	1	1	1	1	1	
10859_hypothetical_protein.faa	1	1	1	1	1	1	1	1	
10860_lepB.faa	1	1	1	1	1	1	1	1	
10861_dihydroorotase.faa	1	1	1	1	1	1	1	1	
10862_histidine_phosphatas...faa	1	1	1	1	1	1	1	1	
10863_CPBP_family_intramem...faa	0	1	1	1	1	1	1	1	
10864_hypothetical_protein.faa	1	1	1	1	1	1	1	1	
10865_penicillin-binding_p...faa	1	1	1	1	1	1	1	1	
10866_transaldolase.faa	1	1	1	1	1	1	1	1	
10867_Crp-Fnr_family_trans...faa	1	1	1	1	1	1	1	1	
10868_NAD-P--FAD-dependent...faa	1	1	1	1	1	1	1	1	
10869_frr.faa	1	1	1	1	1	1	1	1	
10870_pyrH.faa	1	1	1	1	1	1	1	1	
10871_hypothetical_protein.faa	1	1	1	1	1	0	1	1	
10872_cobO.faa	1	1	1	1	1	1	1	1	
10873_site-specific_integr...faa	1	1	1	1	1	1	1	1	
10874_hemH.faa	1	2	1	1	1	1	2	2	
10875_M23_family_metallope...faa	1	1	1	1	1	0	1	1	
10876_ilvB.faa	1	1	1	1	1	1	1	1	
10877_hypothetical_protein.faa	1	1	1	1	1	1	1	1	
10878_hypothetical_protein.faa	1	1	1	1	1	1	1	1	
10879_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10880_ppsA.faa	1	1	1	1	1	1	1	1	
10881_MBL_fold_metallo-hyd...faa	0	1	1	1	0	1	1	0	
10882_hypothetical_protein.faa	1	0	1	1	1	0	1	0	
10883_FAD-dependent_oxidor...faa	1	1	1	1	1	1	1	1	
10884_AbrB_family_transcri...faa	0	1	1	1	0	1	0	1	
10885_FAD-binding_domain-c...faa	0	0	0	1	0	0	0	0	
10886_pgeF.faa	1	1	1	1	1	1	1	1	
10887_Tab2-Atab2_family_RN...faa	1	1	1	1	1	1	1	1	
10888_S1_RNA-binding_domai...faa	1	1	1	1	1	1	1	1	
10889_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10890_creatininase_family_...faa	1	1	1	1	1	1	1	1	
10891_aldehyde_oxygenase_-...faa	1	1	1	1	1	1	1	1	
10892_long-chain_acyl--acy...faa	1	1	1	1	1	1	1	1	
10893_acetyl-CoA_carboxyla...faa	1	1	1	1	1	1	1	1	
10894_SDR_family_oxidoredu...faa	1	1	1	1	1	1	1	1	
10895_GTP_cyclohydrolase_I.faa	1	1	1	1	1	1	1	1	
10896_hypothetical_protein.faa	1	1	1	1	1	0	1	1	
10897_phosphoribosylanthra...faa	1	1	1	1	1	1	1	1	
10898_site-2_protease_fami...faa	1	1	1	1	1	1	1	1	
10899_lipoate--protein_lig...faa	0	1	1	1	1	1	1	1	
10900_sulfite_exporter_Tau...faa	0	1	0	1	1	0	1	1	
10901_CRR6_family_NdhI_mat...faa	1	1	1	1	1	1	1	1	
10902_psaM.faa	1	1	1	1	1	1	1	1	
10903_hypothetical_protein.faa	1	0	0	1	0	0	0	0	
10904_protochlorophyllide_...faa	1	1	1	1	1	1	1	1	
10905_hypothetical_protein.faa	1	1	1	1	0	1	0	1	
10906_BMC_domain-containin...faa	1	1	1	1	1	1	1	1	
10907_non-canonical_purine...faa	1	1	1	1	1	1	1	1	
10908_BMC_domain-containin...faa	1	1	1	1	1	1	1	1	
10909_form_I_ribulose_bisp...faa	1	1	1	1	1	1	1	1	
10910_ribulose_bisphosphat...faa	1	1	1	1	1	1	1	1	
10911_CsoS2_family_carboxy...faa	1	1	1	1	1	1	1	1	
10912_carboxysome_shell_ca...faa	1	1	1	1	1	1	1	1	
10913_carboxysome_peptide_...faa	1	1	1	1	1	1	1	1	
10914_carboxysome_peptide_...faa	1	1	1	1	1	1	1	1	
10915_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10916_BMC_domain-containin...faa	1	1	1	1	1	1	1	1	
10917_bacterioferritin.faa	1	1	1	1	1	1	1	1	
10918_NAD-P-H-quinone_oxid...faa	1	1	1	1	1	1	1	1	
10919_NADH-quinone_oxidore...faa	1	1	1	1	1	1	1	1	
10920_CO2_hydration_protei...faa	1	1	1	1	1	1	1	1	
10921_4a-hydroxytetrahydro...faa	1	1	1	1	1	1	1	1	
10922_cbbX.faa	1	1	1	1	1	1	1	1	
10923_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10924_hypothetical_protein.faa	1	1	1	1	1	1	1	2	
10925_dnaA.faa	1	1	1	1	1	1	1	1	
10926_trypsin-like_peptida...faa	1	1	1	1	1	1	1	1	
10927_TIGR04282_family_ars...faa	1	1	1	1	1	1	1	1	
10928_TIGR04283_family_ars...faa	2	1	2	2	1	1	1	0	
10929_GNAT_family_N-acetyl...faa	1	1	1	1	1	1	1	1	
10930_alpha-beta_fold_hydr...faa	1	0	1	1	1	1	1	0	
10931_ppk2.faa	1	1	1	1	1	1	2	1	
10932_ABC_transporter_ATP-...faa	1	1	1	1	1	1	1	1	
10933_hisG.faa	1	1	1	1	1	1	1	1	
10934_gloB.faa	1	1	1	1	1	1	1	1	
10935_ABC_transporter_ATP-...faa	1	1	1	1	1	1	1	1	
10936_Rid_family_detoxifyi...faa	1	1	1	1	1	1	1	1	
10937_hypothetical_protein.faa	0	0	1	1	0	0	0	0	
10938_DUF2254_domain-conta...faa	0	0	1	1	0	0	0	0	
10939_tryptophan-rich_sens...faa	1	1	1	1	1	1	1	1	
10940_SDR_family_NAD-P--de...faa	1	1	1	1	0	1	1	1	
10941_MBL_fold_metallo-hyd...faa	1	0	1	1	1	0	1	0	
10942_ATP-binding_cassette...faa	1	0	1	1	1	0	1	0	
10943_helix-turn-helix_dom...faa	0	0	0	1	0	0	0	2	
10944_BRO_family_protein.faa	0	0	0	1	1	1	0	1	
10945_hypothetical_protein.faa	0	0	0	1	1	1	0	0	
10946_hypothetical_protein.faa	0	1	1	1	1	1	0	1	
10947_hypothetical_protein.faa	0	0	1	1	1	1	0	1	
10948_hypothetical_protein.faa	0	1	1	1	1	1	0	1	
10949_helix-turn-helix_dom...faa	0	1	1	1	1	1	0	1	
10950_hypothetical_protein.faa	0	0	1	1	1	1	0	1	
10951_hypothetical_protein.faa	0	0	1	1	1	1	0	0	
10952_hypothetical_protein.faa	0	0	1	1	1	1	0	1	
10953_AAA_family_ATPase.faa	0	0	1	1	1	1	0	1	
10954_hypothetical_protein.faa	0	0	1	1	1	1	0	2	
10955_hypothetical_protein.faa	0	0	1	1	1	1	0	2	
10956_hypothetical_protein.faa	0	0	1	1	1	1	0	0	
10957_hypothetical_protein.faa	0	1	1	1	1	1	0	2	
10958_terminase.faa	0	1	1	1	1	1	0	1	
10959_RNA_polymerase_subun...faa	0	1	1	1	1	1	0	0	
10960_AAA_family_ATPase.faa	0	0	0	1	0	0	0	0	
10961_DUF4055_domain-conta...faa	0	1	1	1	1	1	0	1	
10962_hypothetical_protein.faa	0	1	1	1	1	1	0	1	
10963_LysM_peptidoglycan-b...faa	0	1	1	1	1	1	0	1	
10964_PIN_domain_nuclease.faa	0	1	1	1	0	1	0	0	
10965_type_II_toxin-antito...faa	0	1	1	1	0	0	0	1	
10966_hypothetical_protein.faa	0	1	1	1	1	1	0	1	
10967_hypothetical_protein.faa	0	1	1	1	1	1	0	1	
10968_hypothetical_protein.faa	0	1	1	1	0	1	0	1	
10969_hypothetical_protein.faa	0	1	1	1	2	1	1	1	
10970_hypothetical_protein.faa	0	1	0	1	1	1	0	0	
10971_L-D-transpeptidase.faa	0	1	1	1	1	1	0	0	
10972_hypothetical_protein.faa	0	0	0	1	1	1	0	1	
10973_Fic_family_protein.faa	0	0	0	1	0	0	0	0	
10974_hypothetical_protein.faa	0	1	1	1	1	1	0	2	
10975_hypothetical_protein.faa	0	1	1	1	1	1	0	2	
10976_hypothetical_protein.faa	0	0	0	1	1	1	0	0	
10977_hypothetical_protein.faa	0	1	0	1	1	1	0	0	
10978_hypothetical_protein.faa	0	1	1	1	1	1	0	0	
10979_hypothetical_protein.faa	0	1	1	1	1	1	0	0	
10980_hypothetical_protein.faa	0	2	1	1	1	1	0	0	
10981_sigma-70_family_RNA_...faa	1	2	0	1	2	1	1	1	
10982_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
10983_M48_family_metallope...faa	0	0	0	1	0	1	0	0	
10984_type_I_restriction_e...faa	0	0	0	1	0	1	0	0	
10985_restriction_endonucl...faa	0	0	0	1	0	0	0	0	
10986_type_I_restriction-m...faa	0	0	0	1	0	0	0	0	
10987_hypothetical_protein.faa	0	0	0	1	0	0	0	1	
10988_hypothetical_protein.faa	0	2	0	1	1	1	1	1	
10989_hypothetical_protein.faa	0	0	1	1	2	1	1	0	
10990_hypothetical_protein.faa	1	0	1	1	2	1	1	0	
10991_hypothetical_protein.faa	0	0	1	1	2	1	2	1	
10992_DNA-binding_protein.faa	0	0	1	1	2	1	1	2	
10993_GNAT_family_N-acetyl...faa	1	0	1	1	2	1	2	2	
10994_excalibur_calcium-bi...faa	0	0	0	1	0	1	0	0	
10995_DUF302_domain-contai...faa	1	0	0	1	1	1	0	0	
10996_DUF305_domain-contai...faa	2	1	0	1	2	1	1	0	
10997_MerR_family_transcri...faa	0	0	0	1	0	0	0	0	
10998_copper-translocating...faa	2	0	1	2	2	1	1	0	
10999_cupredoxin_domain-co...faa	1	0	1	2	1	0	1	0	
11000_multicopper_oxidase_...faa	1	0	1	2	1	1	1	0	
11001_DUF411_domain-contai...faa	1	0	0	1	1	1	0	0	
11002_DUF305_domain-contai...faa	2	1	1	2	2	1	1	0	
11003_multicopper_oxidase_...faa	0	0	0	1	0	0	0	0	
11004_hypothetical_protein.faa	1	0	0	1	1	1	0	0	
11006_cadR.faa	0	0	0	1	1	1	0	0	
11007_thioredoxin.faa	1	0	0	1	1	1	0	0	
11008_Nramp_family_divalen...faa	1	0	0	1	1	1	0	0	
11009_TMEM165-GDT1_family_...faa	1	1	1	2	1	1	1	1	
11010_HAMP_domain-containi...faa	0	0	0	1	0	0	0	0	
11011_hypothetical_protein.faa	0	0	0	1	0	0	0	0	
11012_response_regulator.faa	0	0	0	1	0	0	0	0	
11013_cation_diffusion_fac...faa	1	0	1	1	2	1	2	1	
11014_hypothetical_protein.faa	0	0	0	1	0	1	1	0	
11015_alpha-beta_fold_hydr...faa	0	0	0	1	0	0	0	0	
11016_HAMP_domain-containi...faa	1	0	1	1	1	1	0	1	
11017_response_regulator_t...faa	1	0	1	1	1	1	0	1	
11018_hypothetical_protein.faa	0	0	1	1	1	1	0	1	
11019_efflux_RND_transport...faa	1	0	1	1	1	1	0	1	
11020_efflux_RND_transport...faa	0	0	1	1	1	1	0	1	
