source:/home/lalibelulalo/PIPELINES_2023/ASR_ORTHOLOGUES/Thermosynechococcus_clade/pangenoma	Acaryochloris_marina_MBIC11017_GCF_000018105.1_genomic.gbff	Acaryochloris_marina_S15_GCF_018336915.1_genomic.gbff	Acaryochloris_sp__Moss_Beach_GCF_021497025.1_genomic.gbff	Gloeomargarita_lithophora_Alchichica-_D10_GCF_001870225.1_genomic.gbff	Synechococcus_sp_PCC_6312_GCF_000316685.1_genomic.gbff	Thermostichus_lividus_PCC_6715_GCF_002754935.1_genomic.gbff	Thermosynechococcus_elongatus_PKUAC-SCTE542_GCF_003555505.1_genomic.gbff	Thermosynechococcus_sp_CL-1_GCF_008386235.1_genomic.gbff	Thermosynechococcus_sp_HN-54_GCF_023650955.1_genomic.gbff	Thermosynechococcus_sp_TA-1_GCF_017086385.1_genomic.gbff	Thermosynechococcus_sp_a_NK55_GCF_000505665.1_genomic.gbff	Thermosynechococcus_vestitus_BP-1_GCF_000011345.1_genomic.gbff	
10233_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
10234_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
10257_tetratricopeptide_re...faa	0	1	1	0	0	0	0	0	0	0	0	0	
10265_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10267_cas12k.faa	0	1	0	0	0	0	0	0	0	0	0	0	
10268_ribbon-helix-helix_p...faa	0	1	0	0	0	0	0	0	0	0	0	0	
10269_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
10270_DUF499_domain-contai...faa	0	1	0	0	0	0	1	0	0	0	0	0	
10271_DUF3780_domain-conta...faa	0	1	0	0	0	0	1	0	0	0	0	0	
10272_DUF433_domain-contai...faa	0	1	0	0	0	0	0	0	0	0	0	0	
10273_DUF433_domain-contai...faa	0	1	0	0	1	0	0	0	0	0	0	0	
10274_DUF5615_family_PIN-l...faa	0	1	0	1	1	0	0	0	0	0	0	0	
10275_DUF1156_domain-conta...faa	0	1	0	0	0	0	0	0	0	0	0	0	
10277_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
10278_helix-turn-helix_dom...faa	0	1	0	0	0	0	0	0	0	0	0	0	
10280_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10281_DEAD-DEAH_box_helica...faa	0	1	0	0	0	0	0	0	0	0	0	0	
10283_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
10286_nucleotidyltransfera...faa	0	1	0	0	0	0	0	0	0	0	0	0	
10287_restriction_endonucl...faa	0	1	0	0	0	0	0	0	0	0	0	0	
10288_DUF559_domain-contai...faa	0	1	0	0	0	0	0	0	0	0	0	0	
10289_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
10299_bifunctional_serine-...faa	0	1	1	0	0	0	0	0	0	0	0	0	
10303_NAD-P--binding_prote...faa	0	1	1	0	0	0	0	0	0	0	0	0	
10341_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10361_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
10369_ADP-ribosylation_fac...faa	0	1	0	0	0	0	0	0	0	0	0	0	
10388_IS5_family_transposa...faa	0	1	0	0	0	0	0	0	0	0	0	0	
10396_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10404_TRAFs-binding_domain...faa	0	1	0	0	0	0	0	0	0	0	0	0	
10418_DUF4157_domain-conta...faa	0	1	0	0	0	0	0	0	0	0	0	0	
10420_histidine_phosphatas...faa	0	1	0	0	0	0	0	0	0	0	0	0	
10431_petL.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10444_lamin_tail_domain-co...faa	0	1	0	0	0	0	0	0	0	0	0	0	
10533_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
10568_calcium-binding_prot...faa	0	1	1	0	0	0	0	0	0	0	0	0	
10569_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10570_MOSC_domain-containi...faa	0	1	1	0	0	0	0	0	0	0	0	0	
10571_ankyrin_repeat_domai...faa	0	1	0	0	0	0	0	0	0	0	0	0	
10572_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
10585_toll-interleukin-1_r...faa	0	1	0	0	0	0	0	0	0	0	0	0	
10588_DUF2811_domain-conta...faa	0	1	1	0	0	0	0	0	0	0	0	0	
10591_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10594_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
10602_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10619_radical_SAM_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10657_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
10661_nitrogenase.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10665_AAA_family_ATPase.faa	0	1	0	0	0	0	0	0	0	0	0	0	
10669_DNA-binding_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10670_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10671_alpha-beta_fold_hydr...faa	0	1	1	0	0	0	0	0	0	0	0	0	
10680_serine-threonine-pro...faa	0	1	1	0	0	0	0	0	0	0	0	0	
10684_DUF11_domain-contain...faa	0	1	0	0	0	0	0	0	0	0	0	0	
10707_devC.faa	0	1	1	1	1	0	0	0	0	0	0	0	
10714_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10737_sodX.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10739_CPBP_family_glutamic...faa	0	1	1	0	0	0	0	0	0	0	0	0	
10743_alanine-ornithine_ra...faa	0	1	1	0	0	0	0	0	0	0	0	0	
10744_DUF1611_domain-conta...faa	0	1	1	0	0	0	0	0	0	0	0	0	
10745_RNA-binding_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10746_RNA-binding_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10747_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
10756_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10767_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10768_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10788_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10819_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
10829_DUF2004_domain-conta...faa	0	1	1	0	0	0	0	0	0	0	0	0	
10860_rhodanese-like_domai...faa	0	1	1	0	0	0	0	0	0	0	0	0	
10861_HAD-IA_family_hydrol...faa	0	1	1	0	0	0	0	0	0	0	0	0	
10865_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10866_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10873_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
10879_TIR_domain-containin...faa	0	1	0	0	0	0	0	0	0	0	0	0	
10880_DUF3352_domain-conta...faa	0	1	0	0	0	0	0	0	0	0	0	0	
10883_pentapeptide_repeat-...faa	0	1	0	0	0	0	0	0	0	0	0	0	
10886_DUF3352_domain-conta...faa	0	1	0	0	0	0	0	0	0	0	0	0	
10905_sulfotransferase.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10911_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10912_PIN_domain-containin...faa	0	1	1	0	0	0	0	0	0	0	0	0	
10913_type_II_toxin-antito...faa	0	1	1	0	0	0	0	0	0	0	0	0	
10914_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
10915_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
10949_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
10959_DNA_topology_modulat...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11023_MBL_fold_metallo-hyd...faa	0	1	0	0	0	0	0	0	0	0	0	0	
11031_tetratricopeptide_re...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11034_type_II_toxin-antito...faa	0	1	1	1	0	0	0	0	0	0	0	0	
11040_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11047_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11048_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11070_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11071_DUF4177_domain-conta...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11072_VOC_family_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11073_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11084_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11089_opioid_growth_factor...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11090_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11105_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11106_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11115_pentapeptide_repeat-...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11121_SUKH-4_family_immuni...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11122_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11129_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11130_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11137_DUF2809_domain-conta...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11167_PAS_domain_S-box_pro...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11168_diguanylate_cyclase.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11171_methyltransferase_do...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11176_DUF5063_domain-conta...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11238_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11239_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11240_calcium-binding_prot...faa	0	1	0	0	0	0	0	0	0	0	0	0	
11241_cupin.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11246_CTB_family_bacterioc...faa	0	1	0	0	0	0	0	0	0	0	0	0	
11247_transposase.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11249_CTB_family_bacterioc...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11252_cysteine_peptidase_f...faa	0	1	0	0	0	0	0	0	0	0	0	0	
11253_transposase.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11266_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11269_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11271_TIR_domain-containin...faa	0	1	0	0	0	0	0	0	0	0	0	0	
11272_transposase.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11274_CHAT_domain-containi...faa	0	1	0	0	0	0	0	0	0	0	0	0	
11277_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11278_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11279_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11314_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11315_DNA_starvation-stati...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11335_GGDEF_domain-contain...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11366_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11372_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11386_O-antigen_ligase_fam...faa	0	1	0	0	0	0	0	0	0	0	0	0	
11404_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11408_transposase.faa	0	1	3	0	1	0	0	0	2	0	0	10	
11418_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11433_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11444_trypsin-like_peptida...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11458_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11459_HSP90_family_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11460_DUF692_family_protei...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11461_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11464_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11465_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11468_sulfite_exporter_Tau...faa	0	1	1	1	0	0	0	0	0	0	0	0	
11504_leucine-rich_repeat_...faa	0	1	0	0	0	0	0	0	0	0	0	0	
11508_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11509_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11521_energy_transducer_To...faa	0	1	0	0	0	0	0	0	0	0	0	0	
11532_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11538_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11547_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11554_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11555_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11556_GYF_domain-containin...faa	0	1	0	0	0	0	0	0	0	0	0	0	
11557_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11558_TIR_domain-containin...faa	0	1	0	0	0	0	0	0	0	0	0	0	
11559_nucleotide-binding_p...faa	0	1	0	0	0	0	0	0	0	0	0	0	
11564_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11597_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11609_YciI_family_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11610_TauD-TfdA_family_dio...faa	0	1	0	0	0	0	0	0	0	0	0	0	
11611_Cof-type_HAD-IIB_fam...faa	0	1	0	1	0	0	0	0	0	0	0	0	
11612_aroA.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11613_formylglycine-genera...faa	0	1	0	0	0	0	0	0	0	0	0	0	
11654_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11657_DUF1080_domain-conta...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11663_leucine-rich_repeat_...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11668_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11672_EAL_domain-containin...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11676_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11679_Fic_family_protein.faa	0	1	1	1	1	0	0	0	0	0	0	0	
11684_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11692_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11694_IS630_family_transpo...faa	0	1	0	0	0	0	0	0	0	0	0	0	
11695_winged_helix-turn-he...faa	0	1	0	0	0	0	0	0	0	0	0	0	
11696_DUF4062_domain-conta...faa	0	1	0	0	0	0	0	0	0	0	0	0	
11697_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11698_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11703_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11704_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11714_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11715_LysR_substrate-bindi...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11723_PIN_domain-containin...faa	0	1	1	1	1	0	0	0	0	0	0	0	
11724_DUF2281_domain-conta...faa	0	1	1	0	1	0	0	0	0	0	0	0	
11725_hypothetical_protein.faa	0	1	0	0	1	0	0	0	0	0	0	0	
11730_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11731_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11732_aspartoacylase.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11759_tetratricopeptide_re...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11799_CAP_domain-containin...faa	0	1	0	0	0	0	0	0	0	0	0	0	
11817_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11821_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11823_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11825_GNAT_family_N-acetyl...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11827_transglutaminase_fam...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11828_DUF4440_domain-conta...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11829_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11830_LysR_substrate-bindi...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11842_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11853_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11855_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11858_DUF4157_domain-conta...faa	0	1	0	0	0	0	0	0	0	0	0	0	
11859_O-methyltransferase.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11860_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11861_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11864_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11865_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11869_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11871_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11887_50S_ribosomal_protei...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11918_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11922_tetratricopeptide_re...faa	0	1	1	0	0	0	0	0	0	0	0	0	
11923_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11924_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
11925_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11934_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11936_transposase.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11938_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
11948_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12021_sulfotransferase.faa	0	1	1	0	0	0	0	0	0	0	0	0	
12028_formylglycine-genera...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12051_type_II_toxin-antito...faa	0	1	1	0	1	0	0	0	0	0	0	0	
12052_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12062_FHA_domain-containin...faa	0	1	1	1	0	0	0	0	0	0	0	0	
12066_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12070_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
12072_transposase.faa	0	1	1	0	0	0	0	0	0	0	0	0	
12098_P-loop_NTPase_fold_p...faa	0	2	0	0	0	0	0	0	0	0	0	0	
12101_P-loop_NTPase_fold_p...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12108_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
12109_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12110_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
12122_transcriptional_regu...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12138_tyrosine-protein_kin...faa	0	1	1	0	0	0	0	0	0	0	0	0	
12158_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12199_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
12217_DUF6155_family_prote...faa	0	1	1	0	0	0	0	0	0	0	0	0	
12257_diguanylate_cyclase.faa	0	1	1	0	0	0	0	0	0	0	0	0	
12259_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12267_type_II_toxin-antito...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12268_type_II_toxin-antito...faa	0	1	0	1	0	0	0	0	0	0	0	0	
12269_Uma2_family_endonucl...faa	0	1	0	1	0	0	0	0	0	0	0	0	
12270_P-loop_NTPase_fold_p...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12272_tetratricopeptide_re...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12280_nuclear_transport_fa...faa	0	1	1	0	0	0	0	0	0	0	0	0	
12298_AbrB-MazE-SpoVT_fami...faa	0	1	1	0	0	0	0	0	0	0	0	0	
12300_2Fe-2S_iron-sulfur_c...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12327_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12328_GTP-binding_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12331_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
12332_BrnT_family_toxin.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12333_hypothetical_protein.faa	0	1	1	0	1	0	0	0	0	0	0	0	
12338_DUF2282_domain-conta...faa	0	1	1	0	0	0	0	0	0	0	0	0	
12342_RusA_family_crossove...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12343_type_II_toxin-antito...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12344_hypothetical_protein.faa	0	1	1	1	0	0	0	0	0	0	0	0	
12346_Uma2_family_endonucl...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12350_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12352_50S_ribosome-binding...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12369_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12371_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12372_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12373_type_II_toxin-antito...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12374_PIN_domain_nuclease.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12381_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
12404_NAD-dependent_epimer...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12406_glycosyltransferase_...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12414_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
12418_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
12419_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12421_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
12442_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12443_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12475_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
12476_calcium-binding_prot...faa	0	1	1	0	0	0	0	0	0	0	0	0	
12480_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
12501_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
12503_DUF1963_domain-conta...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12526_glycosyltransferase_...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12527_methyltransferase_do...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12528_glycosyltransferase.faa	0	2	0	0	0	0	0	0	0	0	0	0	
12531_ABC_transporter_ATP-...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12532_glycosyltransferase_...faa	0	2	0	0	0	0	0	0	0	0	0	0	
12534_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12539_GNAT_family_N-acetyl...faa	0	1	1	0	0	0	0	0	0	0	0	0	
12544_FIST_C-terminal_doma...faa	0	1	1	0	0	0	0	0	0	0	0	0	
12545_EAL_domain-containin...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12546_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12547_diguanylate_cyclase.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12549_pentapeptide_repeat-...faa	0	2	1	0	0	0	0	0	0	0	0	0	
12550_diguanylate_cyclase.faa	0	2	1	0	0	0	0	0	0	0	0	0	
12551_ATP-binding_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12552_DUF6399_domain-conta...faa	0	2	2	0	0	0	0	0	0	0	0	0	
12553_RNA-binding_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12554_RNA-binding_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12557_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12558_leucine-rich_repeat_...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12559_DUF1801_domain-conta...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12560_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12561_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12562_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12563_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12564_RNA-binding_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12567_hypothetical_protein.faa	0	1	3	0	0	0	0	0	0	0	0	0	
12569_leucine-rich_repeat_...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12571_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12573_FHA_domain-containin...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12574_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12575_response_regulator.faa	0	1	1	0	0	0	0	0	0	0	0	0	
12579_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12580_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12581_RNA-binding_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12583_RNA-binding_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
12593_streptomycin_biosynt...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12595_hypothetical_protein.faa	0	2	0	0	0	0	0	0	0	0	0	0	
12600_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12602_hypothetical_protein.faa	0	2	2	0	0	0	0	0	0	0	0	0	
12603_hypothetical_protein.faa	0	2	1	0	0	0	0	0	0	0	0	0	
12604_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
12606_pentapeptide_repeat-...faa	0	1	0	0	0	0	0	0	0	0	0	0	
12608_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
12609_type_IV_secretion_sy...faa	0	2	1	0	0	0	0	0	0	0	0	0	
12610_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
12611_hypothetical_protein.faa	0	2	1	0	0	0	0	0	0	0	0	0	
12612_hypothetical_protein.faa	0	1	0	0	0	0	0	0	0	0	0	0	
12614_hypothetical_protein.faa	0	1	1	0	0	0	0	0	0	0	0	0	
12615_nucleotidyl_transfer...faa	0	1	0	0	0	0	0	0	0	0	0	0	
