Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome fragment,Order within fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA.gbff,Crocosphaera_subtropica_ATCC_51142.gbff,Rippkaea_orientalis_PCC_8801.gbff,cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1.gbff,cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko.gbff,cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB.gbff
4366_purS.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4367_purQ.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4369_mechanosensitive_ion...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4371_aminodeoxychorismate...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4373_ybeY.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4374_DUF3285_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4376_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4377_pentapeptide_repeat-...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4378_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4379_aminopeptidase_P_N-t...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4380_ggt.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4382_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4383_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4384_two_pore_domain_pota...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4385_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4388_insulinase_family_pr...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4389_insulinase_family_pr...faa,,,,,,,,,,,,,,0,1,1,0,0,1
4390_PhoH_family_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4392_apcA.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4393_apcB.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4394_phycobilisome_linker...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4395_tadA.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4397_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4398_cell_division_protei...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4399_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4400_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4401_serine-threonine_pro...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4402_HEAT_repeat_domain-c...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4403_DUF29_domain-contain...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4404_PEP-CTERM_sorting_do...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4405_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4407_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4409_HEAT_repeat_domain-c...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4410_nadB.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4411_pentapeptide_repeat-...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4412_protein_phosphatase_...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4413_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4414_galT.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4415_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4417_alpha-beta_hydrolase.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4419_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4420_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4421_sodium-dependent_bic...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4423_DUF1499_domain-conta...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4425_serine-threonine-pro...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4426_efflux_RND_transport...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4427_biotin-lipoyl-bindin...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4428_branched-chain_amino...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4430_DNA_phosphorothioati...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4431_5-formyltetrahydrofo...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4433_protein_kinase.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4434_YqaE-Pmp3_family_mem...faa,,,,,,,,,,,,,,0,1,1,0,0,1
4435_PilZ_domain-containi...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4436_rhomboid_family_intr...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4437_psbV.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4438_glutathione_S-transf...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4441_zinc_ABC_transporter...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4442_metal_ABC_transporte...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4443_metal_ABC_transporte...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4444_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4447_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4448_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4450_pap.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4451_IS630_family_transpo...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4453_BrnT_family_toxin.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4454_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4456_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4457_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4459_mechanosensitive_ion...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4461_trypsin-like_peptida...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4463_esterase-like_activi...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4464_PEP-CTERM_sorting_do...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4465_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4466_serine-threonine_pro...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4468_ABC_transporter_perm...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4470_RnfABCDGE_type_elect...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4472_class_I_SAM-dependen...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4473_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4474_ABC-F_family_ATP-bin...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4475_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4476_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4477_arsC.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4478_arsH.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4479_arsB.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4480_RNA_methyltransferas...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4481_glycosyltransferase_...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4482_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4483_SWIM_zinc_finger_fam...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4485_PQQ-dependent_sugar_...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4486_PEP-CTERM_sorting_do...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4487_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4489_DNA-3-methyladenine_...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4490_4-vinyl_reductase_4V...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4491_ABC_transporter_subs...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4492_pentapeptide_repeat-...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4493_tetratricopeptide_re...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4494_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4495_choice-of-anchor_I_f...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4497_universal_stress_pro...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4498_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4499_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4500_dihydrofolate_reduct...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4502_YchE_family_NAAT_tra...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4503_dprA.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4504_thiC.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4506_sulfite_exporter_Tau...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4507_FKBP-type_peptidyl-p...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4509_serine_hydrolase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4511_MucBP_domain-contain...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4512_non-ribosomal_peptid...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4513_Ig-like_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4514_PPC_domain-containin...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4516_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4517_TonB-dependent_sider...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4518_ABC_transporter_ATP-...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4519_sterol_desaturase_fa...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4521_thioester_reductase_...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4522_methyltransferase_do...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4523_aspartate_aminotrans...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4524_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4525_MbtH_family_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4526_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4527_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4528_non-ribosomal_peptid...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4529_MFS_transporter.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4530_TonB_family_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4531_biopolymer_transport...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4532_MotA-TolQ-ExbB_proto...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4533_non-ribosomal_peptid...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4534_ABC_transporter_ATP-...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4535_ABC_transporter_perm...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4536_DUF4347_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4539_MFS_transporter.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4540_sucrase_ferredoxin.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4541_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4543_ABC_transporter_ATP-...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4545_DUF3102_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4547_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4549_type_I_polyketide_sy...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4551_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4552_AMP-binding_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4553_type_I_polyketide_sy...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4556_peptidase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4557_LLM_class_flavin-dep...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4558_pentapeptide_repeat-...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4559_VOC_family_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4560_hemolysin_family_pro...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4561_DUF4278_domain-conta...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4562_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4563_PAM68_family_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4564_ABC_transporter_perm...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4565_thiD.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4566_sugar_transferase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4568_aspartate_aminotrans...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4569_DUF4870_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4570_pta.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4571_DUF938_domain-contai...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4575_pentapeptide_repeat-...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4578_BrnT_family_toxin.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4579_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4580_DUF726_domain-contai...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4581_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4582_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4584_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4585_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4586_PIN_domain_nuclease.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4587_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4588_D-alanine--D-alanine...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4589_sodium-proline_sympo...faa,,,,,,,,,,,,,,0,1,0,0,1,1
4590_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4591_class_I_SAM-dependen...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4592_sedoheptulose_7-phos...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4593_sulfotransferase_dom...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4594_dynamin-like_GTPase_...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4595_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4596_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4598_transcriptional_repr...faa,,,,,,,,,,,,,,0,1,0,0,1,1
4599_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4600_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4601_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4602_transposase.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4603_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4604_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4605_trpB.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4607_dienelactone_hydrola...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4608_TAXI_family_TRAP_tra...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4609_DUF3011_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4610_tetratricopeptide_re...faa,,,,,,,,,,,,,,0,1,1,1,1,1
4611_DUF2993_domain-conta...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4612_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4613_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4614_lipA.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4615_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4617_50S_ribosome-binding...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4618_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4622_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4625_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4626_branched-chain_amino...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4628_ferrochelatase.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4629_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4630_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4631_PEP-CTERM_sorting_do...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4632_excisionase_family_D...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4633_A24_family_peptidase.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4634_ribulose_bisphosphat...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4635_chaperonin_family_pr...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4636_form_I_ribulose_bisp...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4637_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4638_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4639_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4641_dienelactone_hydrola...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4643_Crp-Fnr_family_trans...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4644_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4645_2Fe-2S_iron-sulfur_c...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4647_fatty_acid_desaturas...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4649_serine-threonine-pro...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4650_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4651_methionine_synthase.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4652_glycosyltransferase_...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4653_glutathione_S-transf...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4654_nucleoside_hydrolase.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4655_DUF2949_domain-conta...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4656_DUF192_domain-contai...faa,,,,,,,,,,,,,,0,1,1,0,0,1
4657_response_regulator_t...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4659_NAD-P--FAD-dependent...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4660_chrA.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4661_glycogen_debranching...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4664_HaeII_family_restric...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4666_NADP-dependent_isoci...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4667_PEP-CTERM_sorting_do...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4668_dtd.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4669_DUF1816_domain-conta...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4670_phycobiliprotein_lya...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4671_phycobilisome_rod-co...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4673_DUF3370_domain-conta...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4674_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4675_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4676_DUF5615_family_PIN-l...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4677_DUF433_domain-contai...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4678_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4679_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4683_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4685_argB.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4689_CoB--CoM_heterodisul...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4690_aldehyde_dehydrogena...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4691_antibiotic_biosynthe...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4692_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4693_GDP-L-fucose_synthas...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4694_gmd.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4697_alpha-amylase_family...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4698_glycosyltransferase_...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4699_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4700_DUF1517_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4701_CPBP_family_intramem...faa,,,,,,,,,,,,,,0,1,1,1,1,1
4703_succinate_dehydrogen...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4704_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4705_malate_dehydrogenase.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4706_acyl-CoA-acyl-ACP_de...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4708_NADAR_family_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4709_argF.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4710_dihydroorotate_dehyd...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4711_6-phosphofructokinas...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4712_DedA_family_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4713_cation-transporting_...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4715_EF-hand_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4716_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4718_ribD.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4719_ammonium_transporter.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4720_DM13_domain-containi...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4721_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4722_cytochrome_c.faa,,,,,,,,,,,,,,0,1,1,0,0,1
4726_VWA_domain-containin...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4727_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4728_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4729_pentapeptide_repeat-...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4730_CHRD_domain-containi...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4732_MBL_fold_metallo-hyd...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4733_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4736_acnB.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4738_HNH_endonuclease_fam...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4739_DUF433_domain-contai...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4740_XisH_family_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4741_XisI_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4742_universal_stress_pro...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4744_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4745_hisB.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4746_stpA.faa,,,,,,,,,,,,,,0,1,0,1,1,1
4747_hisC.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4748_inositol_monophospha...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4749_DUF4090_family_prote...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4750_yaaA.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4751_DUF29_domain-contain...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4753_helix-turn-helix_dom...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4756_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4757_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4759_DNA_phosphorothioati...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4760_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4761_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4764_AAA_family_ATPase.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4765_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4766_TIGR02588_family_pro...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4767_DUF1206_domain-conta...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4768_FAD-dependent_oxidor...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4769_TIGR02587_family_mem...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4770_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4771_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4772_NYN_domain-containin...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4773_sulfurtransferase.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4774_ATP-binding_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4775_SpoIIE_family_protei...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4776_STAS_domain-containi...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4777_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,1,1
4778_ribonuclease_HII.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4780_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4786_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4787_metallophosphoestera...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4788_glycosyltransferase.faa,,,,,,,,,,,,,,0,1,1,0,0,1
4789_glycosyltransferase_...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4790_GDP-mannose_4-6-dehy...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4792_glycosyltransferase_...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4793_XdhC-CoxI_family_pro...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4794_nucleotidyltransfera...faa,,,,,,,,,,,,,,0,1,1,0,0,0
4795_peptide_ABC_transpor...faa,,,,,,,,,,,,,,0,1,1,0,1,1
4796_tetratricopeptide_re...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4798_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,1,0,0,0
4802_glycosyltransferase_...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4803_glycosyltransferase_...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4804_Coenzyme_F420_hydrog...faa,,,,,,,,,,,,,,0,1,0,0,0,0
4805_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4806_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4807_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0
4808_flippase-like_domain...faa,,,,,,,,,,,,,,0,1,0,0,0,0
