Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome fragment,Order within fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Calothrix_sp_336-3_336-3.gbff,Calothrix_sp_NIES-3974_NIES-3974.gbff,Calothrix_sp_NIES-4071_NIES-4071.gbff,Calothrix_sp_NIES-4105_NIES-4105.gbff,Calothrix_sp_PCC_6303_PCC_6303.gbff,Calothrix_sp_PCC_7716_PCC_7716.gbff
14946_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
14947_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
14948_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
14949_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
14950_AAA_family_ATPase.faa,,,,,,,,,,,,,,0,0,1,1,0,1
14951_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
14952_DUF4263_domain-conta...faa,,,,,,,,,,,,,,0,0,1,1,0,0
14953_pentapeptide_repeat-...faa,,,,,,,,,,,,,,0,0,1,1,0,0
14954_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
14955_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
14956_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
14959_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
14963_serine-threonine-pro...faa,,,,,,,,,,,,,,0,0,1,1,1,1
14964_bifunctional_serine-...faa,,,,,,,,,,,,,,0,0,1,1,1,0
14966_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
14967_clan_AA_aspartic_pro...faa,,,,,,,,,,,,,,0,0,1,1,0,1
14969_GxxExxY_protein.faa,,,,,,,,,,,,,,0,0,1,1,1,1
14971_AAA_family_ATPase.faa,,,,,,,,,,,,,,0,0,1,1,0,0
14972_glutathionylspermidi...faa,,,,,,,,,,,,,,0,0,1,1,1,0
14975_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
14976_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
14977_DUF262_domain-contai...faa,,,,,,,,,,,,,,0,0,1,1,0,0
14978_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
14979_DUF6521_family_prote...faa,,,,,,,,,,,,,,0,0,1,1,0,0
14980_DUF3732_domain-conta...faa,,,,,,,,,,,,,,0,0,1,1,0,0
14982_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
14983_multidrug_effflux_MF...faa,,,,,,,,,,,,,,0,0,1,1,0,0
14984_sugar_phosphate_isom...faa,,,,,,,,,,,,,,0,0,1,1,0,0
14985_CHAP_domain-containi...faa,,,,,,,,,,,,,,0,0,1,1,0,0
14986_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
14987_WD40_repeat_domain-c...faa,,,,,,,,,,,,,,0,0,1,1,0,0
14988_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
14989_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
14992_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
14993_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
14994_DUF1822_family_prote...faa,,,,,,,,,,,,,,0,0,1,1,0,0
14996_DUF928_domain-contai...faa,,,,,,,,,,,,,,0,0,1,1,0,0
14997_CHAT_domain-containi...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15000_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15001_calcium-binding_prot...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15002_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15003_Hint_domain-containi...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15005_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15006_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15007_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15008_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15009_AAA-like_domain-cont...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15010_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15012_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15015_SAM-dependent_methyl...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15016_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15018_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15022_DUF2382_domain-conta...faa,,,,,,,,,,,,,,0,0,1,1,1,1
15023_DUF2382_domain-conta...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15025_DUF3084_domain-conta...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15032_transposase.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15033_IS607_family_transpo...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15038_lasso_peptide.faa,,,,,,,,,,,,,,0,0,1,1,1,1
15042_tal.faa,,,,,,,,,,,,,,0,0,1,1,1,1
15046_SUMF1-EgtB-PvdO_fami...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15047_MoxR_family_ATPase.faa,,,,,,,,,,,,,,0,0,1,1,1,0
15048_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15049_serine_protease.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15050_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15053_vitamin_K_epoxide_re...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15055_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15056_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15057_HEAT_repeat_domain-c...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15058_HNH_endonuclease.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15062_Rpn_family_recombina...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15064_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15069_iron-containing_redo...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15070_cytochrome_P450.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15071_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
15073_DUF2283_domain-conta...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15074_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15076_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15092_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15093_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15094_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15095_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15096_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,1,0
15102_msrA.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15105_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15106_GUN4_domain-containi...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15108_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15111_aspartyl_protease.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15112_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,1,1
15113_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15116_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15118_TIGR04283_family_ars...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15119_DUF547_domain-contai...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15120_N-formylglutamate_am...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15121_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15122_HAMP_domain-containi...faa,,,,,,,,,,,,,,0,0,1,1,1,1
15123_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15124_PIN_domain-containin...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15125_RtcB_family_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15126_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15132_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15134_IS607_family_transpo...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15135_transposase.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15143_MFS_transporter.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15145_TauD-TfdA_family_dio...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15146_DMT_family_transport...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15147_methyltransferase_do...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15148_TetR-AcrR_family_tra...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15149_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15150_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15152_class_D_beta-lactama...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15153_DUF1902_domain-conta...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15158_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15160_NAD-P-H-binding_prot...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15161_TetR-AcrR_family_tra...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15162_transcriptional_regu...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15163_transcriptional_regu...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15164_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15165_transcriptional_regu...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15167_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15168_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15169_DUF4365_domain-conta...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15170_ATP-grasp_domain-con...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15190_transposase.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15191_IS200-IS605_family_t...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15203_DUF2294_domain-conta...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15204_response_regulator.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15207_retropepsin-like_dom...faa,,,,,,,,,,,,,,0,0,1,1,1,1
15208_DUF2281_domain-conta...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15211_Uma2_family_endonucl...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15212_Fic_family_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15225_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15230_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15232_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15233_transcriptional_regu...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15238_DUF4058_family_prote...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15239_SGNH-GDSL_hydrolase_...faa,,,,,,,,,,,,,,0,0,1,1,1,1
15240_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15241_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15243_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
15250_universal_stress_pro...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15251_pentapeptide_repeat-...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15254_TetR_family_transcri...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15256_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15257_PEP-CTERM_sorting_do...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15258_galT.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15259_M24_family_metallope...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15260_galK.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15261_signal_peptidase_I.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15262_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15263_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15264_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15265_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15267_phytanoyl-CoA_dioxyg...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15268_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15269_Crp-Fnr_family_trans...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15270_sugar_nucleotide-bin...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15271_glf.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15272_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15273_TetR-AcrR_family_tra...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15287_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15288_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15293_PEP-CTERM_sorting_do...faa,,,,,,,,,,,,,,0,0,1,1,1,1
15296_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15297_ABC_transporter_subs...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15298_DUF1822_family_prote...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15299_sigma-70_family_RNA_...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15300_SDR_family_oxidoredu...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15301_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15303_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15305_DUF433_domain-contai...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15306_efflux_RND_transport...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15307_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15309_efflux_RND_transport...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15310_Spy-CpxP_family_prot...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15311_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15312_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15317_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15318_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15319_NERD_domain-containi...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15322_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15328_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15332_SDR_family_oxidoredu...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15333_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15334_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15348_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15349_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15357_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15358_STM4015_family_prote...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15360_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15362_RNA-binding_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15363_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15364_STM4015_family_prote...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15365_DUF2997_domain-conta...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15366_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15367_Hsp70_family_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15368_NAD-P--dependent_oxi...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15371_NYN_domain-containin...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15372_response_regulator.faa,,,,,,,,,,,,,,0,0,1,1,1,1
15373_response_regulator.faa,,,,,,,,,,,,,,0,0,1,1,1,1
15376_response_regulator.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15377_response_regulator.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15381_response_regulator.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15383_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15387_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15388_alpha-beta_hydrolase.faa,,,,,,,,,,,,,,0,0,1,1,1,1
15391_DNA_modification_met...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15392_DNA_methylase.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15393_RNA-directed_DNA_pol...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15394_diversity-generating...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15395_formylglycine-genera...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15396_MoxR_family_ATPase.faa,,,,,,,,,,,,,,0,0,1,1,1,0
15397_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15398_CHAT_domain-containi...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15399_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15400_XisI_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15401_cytochrome_P450.faa,,,,,,,,,,,,,,0,0,1,1,1,1
15405_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15406_response_regulator.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15407_PAS_domain-containin...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15409_tryptophan_dehydroge...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15410_scytonemin_biosynthe...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15411_ScyD-ScyE_family_pro...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15412_ScyD-ScyE_family_pro...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15413_scytonemin_biosynthe...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15414_EboA_family_metaboli...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15415_TatD_family_hydrolas...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15416_UbiA-like_protein_Eb...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15418_bifunctional_chorism...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15419_aroB.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15420_metabolite_traffic_p...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15422_indole-3-glycerol_ph...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15427_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
15428_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15429_DUF3824_domain-conta...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15430_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15432_DJ-1-PfpI_family_pro...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15433_AraC_family_transcri...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15434_nucleotidyltransfera...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15435_radical_SAM_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15436_phosphotransferase.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15437_TetR-AcrR_family_tra...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15438_thioredoxin_domain-c...faa,,,,,,,,,,,,,,0,0,1,1,1,1
15439_PLP-dependent_aminot...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15443_pyridoxamine_5--phos...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15444_response_regulator_t...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15445_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15448_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15453_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15454_biotin-lipoyl-bindin...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15455_ABC_transporter_perm...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15456_ATP-binding_cassette...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15458_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15461_SCP-like_extracellul...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15462_LysM_peptidoglycan-b...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15464_XisI_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15465_restriction_endonucl...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15469_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15470_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15471_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15475_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15476_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15479_RtcB_family_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15480_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15481_DUF433_domain-contai...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15482_macro_domain-contain...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15483_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15484_LysR_family_transcri...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15487_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15488_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15490_class_I_SAM-dependen...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15491_class_I_SAM-dependen...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15499_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15500_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15503_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0
15505_MFS_transporter.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15506_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15509_helix-turn-helix_dom...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15510_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15512_helix-turn-helix_dom...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15513_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15515_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15552_cation-proton_antipo...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15555_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15556_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15557_DUF1822_family_prote...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15558_CHAT_domain-containi...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15559_alpha-alpha-trehalas...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15560_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15565_IS607_family_transpo...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15570_acyl-CoA-acyl-ACP_de...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15571_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15572_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15573_type_I_secretion_C-t...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15574_peptidylprolyl_isome...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15576_HlyD_family_efflux_t...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15577_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15578_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15579_DUF1802_family_prote...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15580_aspartyl_protease.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15581_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15582_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,1,1
15583_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,1,0
15584_DUF1802_family_prote...faa,,,,,,,,,,,,,,0,0,1,1,1,0
15585_aspartyl_protease.faa,,,,,,,,,,,,,,0,0,1,1,1,1
15586_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,1,0
15587_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15588_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15589_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15591_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15596_branched-chain_amino...faa,,,,,,,,,,,,,,0,0,1,1,1,1
15597_branched-chain_amino...faa,,,,,,,,,,,,,,0,0,1,1,1,1
15598_branched-chain_amino...faa,,,,,,,,,,,,,,0,0,1,1,1,1
15599_ABC_transporter_ATP-...faa,,,,,,,,,,,,,,0,0,1,1,1,1
15600_ABC_transporter_ATP-...faa,,,,,,,,,,,,,,0,0,1,1,1,1
15601_DUF3303_family_prote...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15602_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15609_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15610_SgcJ-EcaC_family_oxi...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15612_phospholipase.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15613_Hsp20-alpha_crystall...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15614_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15615_ester_cyclase.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15616_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15617_transposase.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15618_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15621_MFS_transporter.faa,,,,,,,,,,,,,,0,0,1,1,0,1
15622_DHA2_family_efflux_M...faa,,,,,,,,,,,,,,0,0,1,1,0,1
15623_DUF2231_domain-conta...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15624_DUF2231_domain-conta...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15625_cytochrome_c_oxidase...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15627_heme-copper_oxidase_...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15628_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
15629_NAD-P--FAD-dependent...faa,,,,,,,,,,,,,,0,0,1,1,0,0
15630_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0
