Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome fragment,Order within fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Chamaesiphon_minutus_PCC_6605_GCF_000317145.1_genomic.gbff,Chondrocystis_sp_NIES-4102_GCF_002368355.1_genomic.gbff,Cyanobacterium_aponinum_PCC_10605_GCF_000317675.1_genomic.gbff,Dactylococcopsis_salina_PCC_8305_GCF_000317615.1_genomic.gbff,Euhalothece_natronophila_Z-M001_GCF_007904085.1_genomic.gbff,Geminocystis_herdmanii_PCC_6308_GCF_000332235.1_genomic.gbff,Geminocystis_sp_NIES-3708_GCF_001548095.1_genomic.gbff,Geminocystis_sp_NIES-3709_GCF_001548115.1_genomic.gbff,Halothece_sp_PCC_7418_GCF_000317635.1_genomic.gbff,Stanieria_cyanosphaera_PCC_7437_GCF_000317575.1_genomic.gbff,Stanieria_sp_NIES-3757_GCF_002355455.1_genomic.gbff
12691_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12693_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12709_nicotinate_phosphori...faa,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,0
12710_prs.faa,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,0
12714_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12715_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12719_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
12720_serine-threonine_pro...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
12728_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
12729_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
12731_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
12740_DUF4351_domain-conta...faa,,,,,,,,,,,,,,0,0,1,1,0,1,0,0,1,0,0
12742_DUF559_domain-contai...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,0,0,0
12744_MFS_transporter.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12751_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12757_ATP-binding_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0
12765_DUF4114_domain-conta...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12768_Txe-YoeB_family_addi...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,1
12775_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12779_potassium_channel_fa...faa,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,1
12784_COP23_domain-contain...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12785_caspase_domain-conta...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12786_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12791_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12792_transposase.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12793_BrnA_antitoxin_famil...faa,,,,,,,,,,,,,,0,0,1,1,0,1,1,0,1,1,0
12794_BrnT_family_toxin.faa,,,,,,,,,,,,,,0,0,1,1,0,1,1,1,1,0,0
12796_class_I_SAM-dependen...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12798_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,1,1,0,1,0,1,0,1,1
12800_alpha-amylase_family...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1
12805_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12810_methyl-accepting_che...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
12814_DUF1704_domain-conta...faa,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,1
12817_DUF6515_family_prote...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,1
12818_DUF2092_domain-conta...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1
12819_AI-2E_family_transpo...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12821_S-layer_homology_dom...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12822_helix-turn-helix_tra...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
12823_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,1
12824_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0
12825_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12826_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12829_DUF3782_domain-conta...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12831_peroxiredoxin.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
12832_NYN_domain-containin...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12833_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12834_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0
12835_DnaJ_domain-containi...faa,,,,,,,,,,,,,,0,0,1,1,0,1,0,0,0,0,0
12836_RNA-guided_endonucle...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12847_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
12853_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12854_CfrBI_family_restric...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12855_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12856_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12857_HEAT_repeat_domain-c...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12858_dynamin_family_prote...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12879_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12881_M48_family_metallope...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
12884_MerR_family_transcri...faa,,,,,,,,,,,,,,0,0,1,1,0,1,1,1,0,0,0
12885_VWA_domain-containin...faa,,,,,,,,,,,,,,0,0,1,1,0,1,0,1,0,0,0
12896_EAL_domain-containin...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
12897_CHAT_domain-containi...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
12901_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,1,1
12904_transaldolase.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
12906_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12909_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
12910_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0
12911_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0
12920_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0
12921_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0
12922_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0
12923_AAA_domain-containin...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0
12924_serine-threonine_pro...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0
12925_protein_phosphatase_...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0
12943_pentapeptide_repeat-...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
12955_TonB_family_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
12956_PilZ_domain-containi...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
12957_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12958_serine-threonine_pro...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12959_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
12963_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12964_inorganic_phosphate_...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12965_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0
12966_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0
12971_CopG_family_transcri...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12974_DUF4079_domain-conta...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12975_thioredoxin_family_p...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12979_thioredoxin_family_p...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12980_DUF3179_domain-conta...faa,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,1,0,0
12982_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
12983_copper_chaperone_Cop...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,0
12986_cellulase_family_gly...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0
12989_efflux_RND_transport...faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,1,1,0
12991_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13006_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13007_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13008_DUF86_domain-contain...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13024_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,0,0,0
13036_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13037_protein_kinase.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13038_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,0,0,0
13039_3--5-_exonuclease.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13041_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13042_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13044_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13049_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13058_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13060_Mo-dependent_nitroge...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13061_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13066_mechanosensitive_ion...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
13075_Hsp70_family_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0
13076_OmpH_family_outer_me...faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0
13081_nucleotidyltransfera...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,1,0,0
13082_DUF86_domain-contain...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,1,0,0
13083_nucleotidyltransfera...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13089_clan_AA_aspartic_pro...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13104_XisI_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0,1,0,1,0,0
13105_SpoIIE_family_protei...faa,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,0
13108_zinc_ribbon_domain-c...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13114_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13115_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13116_AbrB-MazE-SpoVT_fami...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13117_putative_toxin-antit...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13122_flotillin_family_pro...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
13123_DUF1449_family_prote...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
13124_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,0
13125_L-D-transpeptidase.faa,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,0
13132_Rpn_family_recombina...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0
13135_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0
13137_WD40_repeat_domain-c...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
13149_ferrous_iron_transpo...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13159_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
13160_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13161_AAA_family_ATPase.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13162_DUF2357_domain-conta...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13163_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13164_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0
13165_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0
13166_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13167_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0
13171_rhodanese-like_domai...faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0
13180_WecB-TagA-CpsF_famil...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13181_PEP-CTERM_sorting_do...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13184_succinate_dehydrogen...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
13185_four_helix_bundle_pr...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13192_adenylate-guanylate_...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
13195_GUN4_domain-containi...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
13197_reverse_transcriptas...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13198_HNH_endonuclease.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13207_histidine_phosphatas...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,0,0,0
13209_CoB--CoM_heterodisul...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13210_4Fe-4S_dicluster_dom...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13211_FAD-dependent_oxidor...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13212_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13213_4Fe-4S_dicluster_dom...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13215_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
13218_GDP-L-fucose_synthas...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
13222_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13223_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13227_nucleotidyltransfera...faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,1,0
13237_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13252_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0
13253_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13258_diguanylate_cyclase.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
13270_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1
13272_substrate-binding_do...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,1,0,0
13273_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,1,0,0
13274_VWA_domain-containin...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,1,0,0
13275_response_regulator.faa,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,0
13276_helix-turn-helix_dom...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13277_IS630_family_transpo...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1
13279_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0
13280_response_regulator.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1
13281_circadian_clock_KaiB...faa,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,1,1
13283_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1
13300_SpoIIE_family_protei...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,0,0,0
13301_hydrogenase_maturati...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,1,0,1
13306_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13307_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13312_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13313_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13314_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13315_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13316_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13317_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13318_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13319_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13321_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13322_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13323_restriction_endonucl...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13324_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13325_PIN_domain-containin...faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,1,0
13326_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0
13330_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0
13334_transposase.faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0
13338_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,1,1,0,1,1,1,0,0,1
13339_Txe-YoeB_family_addi...faa,,,,,,,,,,,,,,0,0,1,1,0,1,1,1,0,1,0
13357_C-type_lectin_domain...faa,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,0
13358_bfr.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
13359_bfr.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
13361_diguanylate_cyclase.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
13365_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0
13370_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
13373_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
13376_methyl-accepting_che...faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,1,0,0,0
13379_hpnH.faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,1,0,1,1
13385_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13390_RNB_domain-containin...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
13396_alpha-beta_hydrolase.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13397_transporter_substrat...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13404_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13405_response_regulator.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13406_beta-carotene_isomer...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
13421_diguanylate_cyclase.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13424_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13428_glycosyltransferase_...faa,,,,,,,,,,,,,,0,0,1,1,0,1,1,1,1,1,1
13431_LapA_family_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
13437_cupin_domain-contain...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13440_transposase.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0
13441_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13450_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,1,0,0,0
13453_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13454_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0
13455_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0
13457_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,1,1,0,1,1,1,1,0,1
13458_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0
13462_FAD-dependent_monoox...faa,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0
13466_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,0
13468_cupin_domain-contain...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13474_viroplasmin_family_p...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13482_hpnK.faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,1,0,0,0
13494_pentapeptide_repeat-...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1
13501_tetratricopeptide_re...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
13502_metal_ABC_transporte...faa,,,,,,,,,,,,,,0,0,1,1,0,1,1,1,1,0,0
13503_CHAT_domain-containi...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,0,0,0
13504_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0
13507_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
13508_heavy_metal_transloc...faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,1,0,0
13512_DUF86_domain-contain...faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,0,0,0
13513_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,1,0,0
13514_DUF5132_domain-conta...faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,1
13515_ferrous_iron_transpo...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13516_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0
13518_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13520_ferrous_iron_transpo...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13521_50S_ribosome-binding...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13531_D-alanyl-D-alanine_c...faa,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0
13532_protein_kinase.faa,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0
13533_cas6.faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0
13534_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13536_DUF4926_domain-conta...faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0
13537_type_II_toxin-antito...faa,,,,,,,,,,,,,,0,0,1,1,0,1,1,0,0,0,1
13538_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,0,0,0
13539_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0
13540_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,1,0,1,0,0,0,0,0
13542_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13545_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0
13549_SDR_family_NAD-P--de...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13553_efflux_RND_transport...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13554_efflux_RND_transport...faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
13565_glycoside_hydrolase_...faa,,,,,,,,,,,,,,0,0,1,0,0,1,0,1,0,0,0
13569_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
13570_ATP-binding_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
13595_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,0,0
