source:/home/lalibelulalo/PIPELINES_2023/ASR_ORTHOLOGUES/Pseudoanabaena_clade/pangenoma	Pseudanabaena_sp_ABRG5-3_GCF_003967015.1_genomic.gbff	Pseudanabaena_sp_PCC_7367_GCF_000317065.1_genomic.gbff	Synechococcus_sp_JA-2-3Ba_2-13_JA-2-3Ba_2-13_GCF_000013225.1_genomic.gbff	Synechococcus_sp_JA-3-3Ab_GCF_000013205.1_genomic.gbff	Synechococcus_sp_PCC_7336_GCF_000332275.1_genomic.gbff	Synechococcus_sp_PCC_7502_GCF_000317085.1_genomic.gbff	
12787_hisG.faa	1	1	1	1	1	1	
12788_photosystem_II_manga...faa	1	1	1	1	1	1	
12789_hypothetical_protein.faa	0	0	0	1	0	0	
12790_DUF3084_domain-conta...faa	1	1	1	1	1	1	
12791_Holliday_junction_re...faa	1	1	1	1	1	1	
12792_extracellular_solute...faa	1	1	1	1	1	1	
12793_tig.faa	1	1	1	1	1	1	
12794_LapA_family_protein.faa	1	1	1	1	1	1	
12795_ccsB.faa	1	1	1	1	1	1	
12796_sigma-70_family_RNA_...faa	0	0	1	1	1	0	
12797_gcvT.faa	1	1	1	1	1	1	
12798_gloA.faa	1	1	0	1	1	1	
12799_TonB_family_protein.faa	0	0	0	1	0	0	
12800_glyoxalase.faa	1	1	1	1	1	1	
12801_Tab2-Atab2_family_RN...faa	1	1	1	1	1	1	
12802_o-succinylbenzoate_s...faa	1	1	1	1	1	1	
12803_prfB.faa	1	1	1	1	1	1	
12804_DUF4359_domain-conta...faa	1	1	1	1	0	0	
12805_methyl-accepting_che...faa	0	0	1	1	0	0	
12806_HD_domain-containing...faa	0	0	1	1	0	0	
12807_pth.faa	1	1	1	1	1	1	
12808_AI-2E_family_transpo...faa	1	1	1	1	1	1	
12809_hypothetical_protein.faa	0	0	1	1	0	0	
12810_hypothetical_protein.faa	0	0	0	1	0	0	
12811_leuS.faa	1	1	1	1	1	1	
12812_ferredoxin--NADP-+-_...faa	1	1	1	1	1	0	
12813_phosphoribulokinase.faa	1	1	1	1	1	1	
12814_pgl.faa	1	1	1	1	1	1	
12815_hypothetical_protein.faa	0	0	0	1	0	0	
12816_hypothetical_protein.faa	0	0	0	1	0	0	
12817_transglutaminase_fam...faa	0	0	0	1	0	0	
12818_VLRF1_family_aeRF1-t...faa	0	0	0	1	0	0	
12820_minC.faa	0	0	1	1	1	0	
12821_minD.faa	1	1	1	1	1	1	
12822_minE.faa	0	0	1	1	1	1	
12823_sodium-proton_antipo...faa	1	1	1	1	1	1	
12824_gamma-glutamylcyclot...faa	0	0	1	1	0	0	
12825_plsY.faa	1	1	1	1	1	1	
12826_DNA_polymerase_III_s...faa	1	1	1	1	1	1	
12827_accB.faa	1	1	1	1	1	1	
12828_efp.faa	1	1	1	1	1	1	
12829_tsaB.faa	0	0	1	1	1	0	
12830_psbA.faa	4	2	3	4	3	2	
12831_hypothetical_protein.faa	0	0	0	1	0	0	
12832_hypothetical_protein.faa	0	0	0	1	0	0	
12833_chlororespiratory_re...faa	0	0	0	1	0	0	
12835_HEPN_domain-containi...faa	0	0	0	1	0	0	
12836_amino_acid_ABC_trans...faa	1	1	1	1	1	1	
12837_ABC_transporter_perm...faa	1	1	1	1	1	1	
12838_transporter_substrat...faa	1	1	1	1	1	1	
12839_amino_acid_ABC_trans...faa	1	1	1	1	1	1	
12840_class_I_SAM-dependen...faa	0	0	1	1	0	0	
12841_hypothetical_protein.faa	0	0	1	1	0	0	
12842_ABC_transporter_subs...faa	0	0	0	1	0	0	
12843_ABC_transporter_subs...faa	0	0	0	1	0	0	
12846_HEPN_domain-containi...faa	0	0	0	1	0	0	
12847_DEAD-DEAH_box_helica...faa	0	0	0	1	0	0	
12848_radical_SAM_protein.faa	0	0	0	1	0	0	
12849_hypothetical_protein.faa	0	0	1	1	2	0	
12850_prohibitin_family_pr...faa	1	1	1	1	0	0	
12851_prohibitin_family_pr...faa	0	0	1	1	0	0	
12852_ComF_family_protein.faa	1	1	1	1	1	1	
12853_rpsL.faa	1	1	1	1	1	1	
12854_rpsG.faa	1	1	1	1	1	1	
12855_fusA.faa	1	1	1	1	2	1	
12856_tuf.faa	1	1	1	1	1	1	
12857_rpsJ.faa	1	1	1	1	1	1	
12858_dapB.faa	1	1	1	1	1	1	
12859_methylenetetrahydrof...faa	1	1	1	1	1	1	
12860_hypothetical_protein.faa	0	0	1	1	0	0	
12861_DUF2993_domain-conta...faa	0	0	1	1	1	0	
12862_FAD-dependent_oxidor...faa	0	0	1	1	1	0	
12863_tatC.faa	1	1	1	1	1	1	
12865_nucleotidyltransfera...faa	0	0	0	1	0	0	
12866_hypothetical_protein.faa	0	0	0	1	0	0	
12867_DUF559_domain-contai...faa	0	0	0	1	0	0	
12868_DNA_methyltransferas...faa	0	0	0	1	0	0	
12869_ComEC-Rec2_family_co...faa	1	1	1	1	1	1	
12870_hypothetical_protein.faa	0	0	1	1	1	0	
12871_A24_family_peptidase.faa	1	1	1	1	1	1	
12872_magnesium_chelatase_...faa	1	1	1	1	2	1	
12874_pcrA.faa	1	1	1	1	1	1	
12875_hypothetical_protein.faa	0	0	1	1	0	0	
12876_hypothetical_protein.faa	0	0	1	1	1	0	
12877_dapF.faa	1	1	1	1	1	1	
12878_psbN.faa	1	1	1	1	1	1	
12879_psbH.faa	1	1	1	1	1	1	
12880_argJ.faa	1	1	1	1	1	1	
12881_ABC_transporter_ATP-...faa	0	1	1	1	0	0	
12882_ABC_transporter_perm...faa	2	1	2	1	0	1	
12883_Crp-Fnr_family_trans...faa	1	1	1	1	1	1	
12884_AAA_family_ATPase.faa	1	1	1	1	1	1	
12885_hypothetical_protein.faa	0	0	1	1	1	0	
12886_zinc-dependent_alcoh...faa	2	1	1	1	2	2	
12887_TIGR03943_family_pro...faa	1	1	1	1	0	1	
12888_apcB.faa	1	1	1	1	1	1	
12889_truB.faa	1	0	1	1	1	1	
12890_EamA_family_transpor...faa	1	1	1	1	1	2	
12891_trpS.faa	1	1	1	1	0	1	
12892_chlororespiratory_re...faa	1	1	1	1	1	1	
12893_photosystem_I_assemb...faa	1	1	1	1	1	1	
12894_gatC.faa	1	1	1	1	1	1	
12895_primary-amine_oxidas...faa	0	0	1	1	0	0	
12896_GAF_domain-containin...faa	0	0	1	1	0	0	
12897_hypothetical_protein.faa	1	0	1	1	1	1	
12898_hypothetical_protein.faa	0	0	1	1	0	0	
12899_Mur_ligase_family_pr...faa	1	1	1	1	1	1	
12900_serA.faa	1	1	1	1	1	1	
12901_DUF3148_domain-conta...faa	0	0	0	1	0	0	
12905_purL.faa	1	1	1	1	1	1	
12906_trxB.faa	0	0	1	1	1	0	
12907_glnA.faa	0	1	1	1	1	1	
12908_hypothetical_protein.faa	0	0	1	1	0	0	
12909_SDR_family_oxidoredu...faa	1	0	1	1	0	1	
12910_cation-proton_antipo...faa	0	1	1	2	1	0	
12911_hypothetical_protein.faa	0	1	1	1	1	1	
12912_recR.faa	1	1	1	1	1	1	
12913_YbaB-EbfC_family_nuc...faa	1	1	1	1	1	1	
12914_carbohydrate_ABC_tra...faa	1	1	1	1	2	2	
12915_UbiD_family_decarbox...faa	1	1	1	1	1	1	
12916_SLC13_family_permeas...faa	0	0	1	1	0	1	
12917_hypothetical_protein.faa	0	0	1	1	0	0	
12920_hypothetical_protein.faa	0	0	1	1	0	0	
12921_hypothetical_protein.faa	0	1	1	1	0	0	
12922_hypothetical_protein.faa	0	0	0	1	0	0	
12923_DUF4168_domain-conta...faa	0	0	1	1	1	0	
12924_chorismate_pyruvate-...faa	1	1	1	1	1	1	
12925_AbrB_family_transcri...faa	0	0	1	1	1	0	
12926_transcriptional_repr...faa	1	1	1	1	1	1	
12927_DUF1825_family_prote...faa	1	1	1	1	1	1	
12928_TIGR00303_family_pro...faa	1	1	1	1	1	1	
12929_clpS.faa	1	1	1	1	1	1	
12930_hypothetical_protein.faa	0	0	1	1	0	0	
12931_hypothetical_protein.faa	0	0	1	1	1	0	
12932_RibD_family_protein.faa	1	0	1	1	0	1	
12933_DUF2811_domain-conta...faa	1	1	1	1	1	1	
12934_tetratricopeptide_re...faa	0	1	1	1	0	0	
12935_response_regulator_t...faa	1	1	1	1	1	1	
12936_recO.faa	1	1	1	1	1	1	
12937_deoC.faa	1	1	1	1	1	1	
12938_YtxH_domain-containi...faa	1	0	1	1	1	1	
12939_hypothetical_protein.faa	1	0	1	1	1	1	
12940_metG.faa	1	1	1	1	1	1	
12941_FAD-dependent_oxidor...faa	1	1	1	1	1	1	
12942_hypothetical_protein.faa	0	0	1	1	0	0	
12943_ATP-binding_protein.faa	1	1	1	1	1	0	
12944_DUF3067_family_prote...faa	1	1	1	1	1	1	
12945_cytochrome_b6-f_comp...faa	1	1	1	1	1	1	
12946_petA.faa	1	1	1	1	1	1	
12947_PhzF_family_phenazin...faa	1	1	1	1	1	1	
12948_groES.faa	1	1	1	1	0	1	
12950_DUF429_domain-contai...faa	0	0	1	1	0	0	
12951_GuaB3_family_IMP_deh...faa	1	1	1	1	1	1	
12952_iron_uptake_porin.faa	1	1	1	2	0	2	
12954_hypothetical_protein.faa	1	0	1	1	0	1	
12955_SulP_family_inorgani...faa	1	1	1	1	2	1	
12957_DUF760_domain-contai...faa	0	1	1	1	1	1	
12958_glycerate_kinase.faa	0	0	1	1	1	0	
12959_psb28.faa	1	1	1	1	0	1	
12960_gatA.faa	1	1	1	1	1	1	
12961_hypothetical_protein.faa	0	0	1	1	0	0	
12962_hypothetical_protein.faa	0	0	1	1	0	0	
12963_Uma2_family_endonucl...faa	2	0	1	1	1	0	
12964_hypothetical_protein.faa	0	0	0	1	0	0	
12965_2Fe-2S_iron-sulfur_c...faa	1	1	1	1	1	1	
12966_hypothetical_protein.faa	0	0	1	1	0	0	
12967_hypothetical_protein.faa	0	0	0	1	0	0	
12968_hypothetical_protein.faa	0	0	0	1	0	0	
12969_pentapeptide_repeat-...faa	0	0	0	1	0	0	
12970_hypothetical_protein.faa	0	0	1	1	0	0	
12971_hypothetical_protein.faa	0	0	0	1	0	0	
12972_hypothetical_protein.faa	0	0	1	1	0	0	
12973_peptidase_M8.faa	0	0	1	1	0	0	
12974_class_I_SAM-dependen...faa	1	1	1	1	0	2	
12977_ABC_transporter_ATP-...faa	1	1	1	1	2	1	
12978_Hsp20-alpha_crystall...faa	1	1	1	1	1	1	
12979_PepSY_domain-contain...faa	0	1	1	1	0	0	
12980_acnB.faa	1	1	1	1	1	1	
12981_prfA.faa	1	1	1	1	1	1	
12982_rpmE.faa	1	1	1	1	1	1	
12983_rpsI.faa	1	1	1	1	1	1	
12984_rplM.faa	1	1	1	1	1	1	
12985_truA.faa	1	1	1	1	1	1	
12986_rplQ.faa	1	1	1	1	1	1	
12987_DNA-directed_RNA_pol...faa	1	1	1	1	1	1	
12988_rpsK.faa	1	1	1	1	1	1	
12989_rpsM.faa	1	1	1	1	1	1	
12990_rpmJ.faa	0	0	1	1	1	0	
12991_carboxypeptidase_reg...faa	0	0	1	1	1	0	
12992_carboxypeptidase-lik...faa	0	0	1	1	1	0	
12993_phospholipid_carrier...faa	1	1	1	1	1	1	
12994_Gfo-Idh-MocA_family_...faa	1	1	1	1	1	1	
12995_TSUP_family_transpor...faa	0	0	1	1	1	1	
12996_pheA.faa	1	1	1	1	1	1	
12997_late_competence_deve...faa	0	0	1	1	0	0	
12998_alr.faa	1	1	1	1	1	1	
12999_sppA.faa	1	1	1	1	1	0	
13000_hypothetical_protein.faa	0	0	1	1	0	0	
13001_priA.faa	1	1	1	1	1	1	
13002_isocitrate-isopropyl...faa	0	1	1	1	1	1	
13003_D-isomer_specific_2-...faa	0	0	1	1	0	0	
13004_phosphodiester_glyco...faa	0	0	1	1	1	0	
13007_cob-I-yrinic_acid_a-...faa	1	1	1	1	1	1	
13008_dcd.faa	0	0	1	1	1	1	
13009_queA.faa	1	1	1	1	1	1	
13010_HAD_family_phosphata...faa	0	0	1	1	0	0	
13011_aldo-keto_reductase.faa	0	1	1	1	1	1	
13012_hypothetical_protein.faa	0	0	1	1	0	0	
13013_CTP_synthase.faa	1	1	1	1	1	1	
13014_DUF2256_domain-conta...faa	1	1	1	1	1	1	
13015_phosphate-starvation...faa	1	1	1	1	1	1	
13016_peptidylprolyl_isome...faa	1	1	1	1	1	1	
13017_gas_vesicle_protein_...faa	0	0	1	1	0	0	
13018_NAD-P-H-quinone_oxid...faa	1	1	1	1	1	1	
13019_photosystem_I_assemb...faa	1	1	1	1	1	1	
13020_S-layer_homology_dom...faa	0	0	1	1	1	0	
13021_DUF3181_family_prote...faa	1	1	1	1	1	1	
13022_hypothetical_protein.faa	0	0	1	1	0	0	
13023_zf-HC2_domain-contai...faa	0	0	1	1	1	0	
13024_sigma-70_family_RNA_...faa	1	1	1	1	1	1	
13025_helix-turn-helix_dom...faa	0	0	0	1	0	0	
13026_DUF427_domain-contai...faa	1	1	1	1	0	1	
13027_SH3_domain-containin...faa	1	1	1	1	1	1	
13028_energy-coupling_fact...faa	1	1	1	1	1	1	
13029_GAF_domain-containin...faa	1	1	1	1	1	1	
13030_NAD-P-H-dependent_ox...faa	0	0	1	1	1	0	
13031_fused_MFS-spermidine...faa	0	0	1	1	0	0	
13032_hypothetical_protein.faa	1	1	1	1	0	0	
13033_fba.faa	1	0	1	1	1	1	
13034_hypothetical_protein.faa	0	0	1	1	0	0	
13035_hypothetical_protein.faa	0	0	1	1	0	0	
13036_SUF_system_NifU_fami...faa	0	0	1	1	0	0	
13037_cobM.faa	1	1	1	1	1	1	
13038_MATE_family_efflux_t...faa	0	0	0	1	0	0	
13039_MATE_family_efflux_t...faa	0	0	0	1	0	0	
13040_ispD.faa	1	1	1	1	1	1	
13041_ammonium_transporter.faa	2	2	1	1	1	1	
13042_P-II_family_nitrogen...faa	1	1	1	1	1	1	
13043_IctB_family_putative...faa	1	1	1	1	1	1	
13044_holA.faa	1	1	1	1	1	1	
13045_heme-copper_oxidase_...faa	1	1	1	1	1	1	
13046_ctaD.faa	2	1	1	1	1	1	
13047_cytochrome_c_oxidase...faa	1	1	1	1	1	1	
13048_heme_A_synthase.faa	1	1	1	1	1	1	
13049_heme_o_synthase.faa	1	1	1	1	1	1	
13050_TolC_family_protein.faa	1	0	1	1	1	1	
13051_rpsD.faa	1	1	1	1	1	1	
13052_gmd.faa	1	1	1	1	1	1	
13053_nicotinate_phosphori...faa	1	1	1	1	0	0	
13054_isochorismatase_hydr...faa	1	1	1	1	0	1	
13055_ATP_phosphoribosyltr...faa	1	1	1	1	1	1	
13056_gyrB.faa	1	1	1	1	1	1	
13057_rimM.faa	1	1	1	1	1	1	
13058_SPFH-Band_7-PHB_doma...faa	1	1	1	1	1	1	
13059_NAD-P--FAD-dependent...faa	1	2	1	1	0	1	
13060_polysaccharide_deace...faa	0	0	1	1	0	0	
13061_hypothetical_protein.faa	0	0	1	1	0	0	
13062_peptidoglycan_DD-met...faa	0	0	1	1	0	0	
13063_carotenoid_biosynthe...faa	1	1	1	1	0	1	
13064_lspA.faa	1	1	1	1	1	1	
13065_hypothetical_protein.faa	0	0	1	1	0	0	
13066_cysC.faa	1	1	1	1	1	0	
13067_aspartate_aminotrans...faa	1	1	1	1	1	1	
13068_hypothetical_protein.faa	0	0	1	1	1	0	
13069_creatininase_family_...faa	1	1	1	1	1	1	
13070_Uma2_family_endonucl...faa	2	0	0	2	2	0	
13072_Crp-Fnr_family_trans...faa	1	1	1	1	1	1	
13073_atpC.faa	1	1	1	1	1	1	
13074_heavy_metal-responsi...faa	1	1	1	1	3	1	
13075_glmS.faa	1	1	1	1	1	1	
13076_MlaD_family_protein.faa	1	1	1	1	1	1	
13077_ATP-binding_cassette...faa	1	1	1	1	1	1	
13078_DUF475_domain-contai...faa	1	1	1	1	1	1	
13079_larB.faa	1	1	1	1	1	1	
13080_universal_stress_pro...faa	0	0	1	1	1	0	
13081_dnaB.faa	0	1	1	1	0	1	
13082_rplI.faa	1	1	1	1	1	1	
13083_pstS.faa	0	0	1	1	0	1	
13084_pstC.faa	1	2	1	1	0	1	
13085_pstA.faa	0	1	1	1	0	1	
13086_pstB.faa	1	2	1	1	1	1	
13087_TlyA_family_RNA_meth...faa	1	1	1	1	1	1	
13088_hypothetical_protein.faa	1	1	1	1	0	1	
13089_hypothetical_protein.faa	1	0	1	1	1	1	
13090_sat.faa	1	1	1	1	1	1	
13091_hypothetical_protein.faa	0	0	1	1	0	0	
13092_ParA_family_protein.faa	1	1	1	1	0	1	
13093_glucose-1-phosphate_...faa	1	1	1	1	1	1	
13094_AarF-ABC1-UbiB_kinas...faa	1	1	1	1	1	1	
13095_hypothetical_protein.faa	0	0	1	1	0	0	
13096_YggT_family_protein.faa	1	1	1	1	1	1	
13097_cytosine_deaminase.faa	1	1	1	1	0	1	
13098_lipid-A-disaccharide...faa	1	1	1	1	1	1	
13099_hypothetical_protein.faa	0	0	1	1	0	0	
13100_thiamine_phosphate_s...faa	1	0	1	1	1	1	
13102_flavin-dependent_deh...faa	1	1	1	1	1	1	
13103_hypothetical_protein.faa	0	1	1	1	1	0	
13104_histidine_triad_nucl...faa	1	1	1	1	1	1	
13105_precorrin-8X_methylm...faa	1	1	1	1	1	1	
13106_hypothetical_protein.faa	0	0	0	1	0	0	
13107_diflavin_flavoprotei...faa	1	2	1	1	1	1	
13108_hflX.faa	1	1	1	1	1	1	
13109_DUF488_domain-contai...faa	1	0	1	1	0	0	
13110_ABC_transporter_perm...faa	1	1	1	1	0	1	
13111_ABC_transporter_perm...faa	1	1	1	1	0	1	
13112_ABC_transporter_ATP-...faa	1	1	1	2	0	1	
13113_BMP_family_protein.faa	0	0	1	1	0	0	
13115_amidohydrolase_famil...faa	0	0	1	1	1	0	
13116_FxLYD_domain-contain...faa	1	1	1	1	1	1	
13117_5-formyltetrahydrofo...faa	1	1	1	1	1	1	
13118_FKBP-type_peptidyl-p...faa	1	1	1	1	1	1	
13119_hypothetical_protein.faa	1	1	1	1	1	1	
13120_cobJ.faa	0	1	1	2	1	0	
13121_hypothetical_protein.faa	0	0	0	1	0	0	
13123_NADH-quinone_oxidore...faa	1	1	1	1	1	1	
13124_CO2_hydration_protei...faa	1	1	1	1	1	1	
13125_alanine--glyoxylate_...faa	1	1	1	1	1	1	
13126_PHP_domain-containin...faa	1	1	1	1	1	1	
13127_potassium_channel_pr...faa	1	1	1	1	0	1	
13128_DUF2997_domain-conta...faa	1	1	1	1	0	1	
13129_hypothetical_protein.faa	1	1	1	1	1	1	
13130_petE.faa	1	1	1	1	1	1	
13132_hypothetical_protein.faa	0	0	0	1	0	0	
13133_hypothetical_protein.faa	1	0	1	1	1	1	
13134_NAD-P-H-quinone_oxid...faa	1	1	1	1	1	1	
13135_FtsQ-type_POTRA_doma...faa	1	1	1	1	1	1	
13136_energy-coupling_fact...faa	1	0	1	1	0	0	
13137_carbon_dioxide-conce...faa	1	2	2	2	2	2	
13139_EutN-CcmL_family_mic...faa	1	1	1	1	1	1	
13140_ribulose_bisphosphat...faa	1	1	1	1	1	1	
13141_hypothetical_protein.faa	0	0	1	1	1	1	
13142_BMC_domain-containin...faa	1	1	1	1	1	1	
13143_hypothetical_protein.faa	1	1	1	1	1	1	
13144_rplS.faa	1	0	1	1	1	1	
13145_efflux_RND_transport...faa	1	1	1	1	2	1	
13146_ABC_transporter_perm...faa	1	1	1	1	2	1	
13147_thrB.faa	1	1	1	1	1	1	
13148_diacylglycerol_kinas...faa	0	0	1	1	0	0	
13149_ybeY.faa	1	1	1	1	0	1	
13150_eda.faa	1	1	1	1	1	1	
13151_M23_family_metallope...faa	1	1	1	1	1	1	
13152_energy-coupling_fact...faa	1	1	1	1	1	1	
13153_hypothetical_protein.faa	0	0	0	1	0	0	
13154_low_molecular_weight...faa	1	1	1	1	1	1	
13155_nuoK.faa	1	1	1	1	1	1	
13156_NADH-quinone_oxidore...faa	1	1	1	1	1	1	
13157_TPM_domain-containin...faa	0	0	1	1	0	0	
13158_lipoate--protein_lig...faa	1	1	1	1	1	1	
13159_YbjN_domain-containi...faa	1	1	1	1	1	1	
13160_5--methylthioadenosi...faa	0	0	1	1	1	0	
13161_rpsB.faa	1	1	1	1	0	1	
13162_amidohydrolase.faa	1	0	1	1	1	1	
13163_queG.faa	1	1	1	1	1	1	
13164_transposase.faa	0	0	0	1	0	0	
13165_hypothetical_protein.faa	0	0	0	1	0	0	
13166_AAA_family_ATPase.faa	0	0	0	1	0	0	
13169_hypothetical_protein.faa	0	0	0	1	0	0	
13170_dnaN.faa	1	1	1	1	1	1	
13171_dusB.faa	1	1	1	1	0	1	
13172_rpsR.faa	1	1	1	1	1	1	
13173_rpmG.faa	1	1	1	1	1	1	
13174_RDD_family_protein.faa	0	0	1	1	1	0	
13175_rnz.faa	1	1	1	1	1	1	
13176_iron-sulfur_cluster_...faa	1	1	1	1	1	1	
13177_hybrid_sensor_histid...faa	0	0	1	1	0	0	
13178_PAS_domain_S-box_pro...faa	0	0	1	1	0	0	
13179_cation-translocating...faa	2	1	2	2	1	1	
13180_diflavin_flavoprotei...faa	1	2	1	1	1	1	
13181_DUF726_domain-contai...faa	0	0	0	1	0	0	
13183_histidine_phosphatas...faa	1	1	1	1	1	1	
13184_dihydroorotase.faa	1	1	1	1	1	1	
13185_YihY-virulence_facto...faa	0	0	1	1	1	0	
13186_L-threonylcarbamoyla...faa	0	0	1	1	0	0	
13187_purE.faa	1	1	1	1	1	1	
13188_hypothetical_protein.faa	0	0	1	1	0	0	
13189_GTP-binding_protein.faa	1	1	1	1	1	1	
13190_hypothetical_protein.faa	0	0	1	1	0	0	
13191_hypothetical_protein.faa	0	0	1	1	0	0	
13192_guaA.faa	1	1	1	1	1	1	
13193_hypothetical_protein.faa	0	0	1	1	0	0	
13194_rsmG.faa	1	1	1	1	1	1	
13195_RNA-binding_protein.faa	2	1	1	1	1	1	
13196_metal_ABC_transporte...faa	2	1	1	1	2	1	
13197_metal_ABC_transporte...faa	2	1	1	1	2	1	
13198_zinc_ABC_transporter...faa	1	1	1	1	2	1	
13199_aspS.faa	1	1	1	1	1	1	
13200_fabI.faa	1	1	1	1	1	1	
13201_AI-2E_family_transpo...faa	1	1	1	1	0	1	
13202_sulfatase-like_hydro...faa	0	0	1	1	0	0	
13203_hypothetical_protein.faa	0	0	1	1	0	0	
13204_psbV2.faa	0	0	1	1	1	0	
13205_psbV.faa	1	1	1	1	1	1	
13206_CIA30_family_protein.faa	0	0	1	1	1	0	
13207_phospholipid_carrier...faa	0	0	1	1	0	0	
13208_radC.faa	1	1	1	1	1	1	
13209_fmt.faa	1	1	1	1	1	1	
13210_hypothetical_protein.faa	0	0	1	1	0	0	
13212_4Fe-4S_dicluster_dom...faa	0	0	1	1	0	0	
13213_DUF2079_domain-conta...faa	1	1	1	1	1	0	
13214_PhoX_family_phosphat...faa	1	0	1	1	1	0	
13215_ilvD.faa	1	1	1	1	1	1	
13216_fbp.faa	1	1	1	1	1	1	
13217_zwf.faa	1	1	1	1	1	1	
13218_tetratricopeptide_re...faa	1	1	1	1	1	1	
13219_dxs.faa	1	1	1	1	1	1	
13220_cysK.faa	1	1	1	1	1	1	
13221_ileS.faa	1	1	1	1	1	1	
13222_nuclear_transport_fa...faa	1	0	1	1	1	1	
13223_rhodanese-like_domai...faa	1	1	1	1	1	1	
13224_aminopeptidase_P_fam...faa	1	0	1	1	0	0	
13225_TerB_family_tellurit...faa	0	0	0	1	1	0	
13226_TMEM43_family_protei...faa	0	0	0	1	0	0	
13227_hypothetical_protein.faa	0	0	0	1	0	0	
13228_PLP-dependent_aminot...faa	1	0	1	1	0	0	
13229_hypothetical_protein.faa	0	0	1	1	0	0	
13230_hypothetical_protein.faa	1	0	1	1	1	0	
13231_pyrF.faa	1	1	1	1	1	1	
13232_DUF6464_family_prote...faa	0	0	0	1	0	0	
13233_hypothetical_protein.faa	0	0	0	1	0	0	
13234_pgeF.faa	1	1	1	1	1	1	
13235_DUF3119_family_prote...faa	1	1	1	1	1	1	
13236_arsB.faa	1	0	1	1	1	0	
13237_DUF202_domain-contai...faa	0	0	0	1	1	0	
13238_metalloregulator_Ars...faa	1	0	1	1	1	1	
13239_MBL_fold_metallo-hyd...faa	0	0	1	1	1	0	
13241_rhodanese-like_domai...faa	0	0	1	1	0	1	
13242_sulP.faa	1	0	1	1	1	1	
13243_coenzyme_F420-0-L-gl...faa	1	1	1	1	1	1	
13244_trxA.faa	1	1	1	1	1	1	
13245_lipB.faa	1	1	1	1	1	1	
13246_tetratricopeptide_re...faa	0	0	0	1	0	0	
13247_Uma2_family_endonucl...faa	2	0	1	1	1	2	
13248_purB.faa	1	1	1	1	1	1	
13249_aspartate_carbamoylt...faa	1	1	1	1	1	1	
13250_pstS.faa	0	0	1	1	0	0	
13251_pstC.faa	0	0	1	1	0	0	
13252_pstA.faa	0	0	1	1	0	0	
13253_pstB.faa	0	0	1	1	0	0	
13254_FAD-binding_oxidored...faa	1	1	1	1	1	1	
13255_DUF29_domain-contain...faa	0	0	1	1	2	1	
13256_permease.faa	1	1	1	1	0	1	
13257_citrate_synthase.faa	1	1	1	1	1	1	
13258_NYN_domain-containin...faa	0	0	0	1	0	0	
13259_AarF-ABC1-UbiB_kinas...faa	1	1	1	1	1	1	
13260_hypothetical_protein.faa	0	0	1	1	0	0	
13261_ATP_synthase_F0_subu...faa	1	1	1	1	1	1	
13262_DUF751_family_protei...faa	0	0	1	1	1	0	
13263_PCP_reductase_family...faa	1	0	0	1	1	1	
13264_site-2_protease_fami...faa	0	0	1	1	1	0	
13265_aspartate_kinase.faa	1	1	1	1	1	1	
13267_carB.faa	1	1	1	1	1	1	
13268_Na-+--H-+-_antiporte...faa	0	0	1	1	1	0	
13269_DUF4040_domain-conta...faa	0	0	1	1	1	0	
13270_monovalent_cation-H-...faa	0	0	1	1	1	0	
13271_hypothetical_protein.faa	0	0	1	1	1	0	
13272_Na+-H+_antiporter_su...faa	0	0	1	1	1	0	
13273_cation-proton_antipo...faa	0	0	1	1	1	0	
13274_cation-proton_antipo...faa	0	0	1	1	1	0	
13275_hypothetical_protein.faa	0	0	0	1	0	0	
13276_MarR_family_transcri...faa	1	0	1	1	0	0	
13277_hypothetical_protein.faa	0	0	1	1	1	0	
13278_NINE_protein.faa	0	0	1	1	1	0	
13279_ABC_transporter_perm...faa	0	0	1	1	0	0	
13280_ABC_transporter_ATP-...faa	0	0	1	1	0	0	
13281_mfd.faa	3	1	1	1	1	1	
13282_cytochrome_ubiquinol...faa	0	0	1	1	1	1	
13283_cydB.faa	0	0	1	1	1	1	
13284_mechanosensitive_ion...faa	1	1	1	1	1	0	
13285_rimI.faa	1	1	1	1	1	1	
13286_hypothetical_protein.faa	0	0	1	1	0	0	
13287_5--carboxyamino-imid...faa	1	1	1	1	1	1	
13288_hypothetical_protein.faa	0	0	0	1	0	0	
13289_IS607_family_transpo...faa	0	0	0	1	0	0	
13291_hypothetical_protein.faa	1	1	1	1	1	1	
13292_trmD.faa	1	1	1	1	1	1	
13293_hypothetical_protein.faa	0	0	1	1	0	0	
13294_secE.faa	1	1	1	1	1	1	
13295_nusG.faa	1	1	1	1	1	0	
13296_rplK.faa	1	1	1	1	1	1	
13297_rplA.faa	1	1	1	1	1	1	
13298_rplJ.faa	1	1	1	1	1	1	
13299_rplL.faa	1	1	1	1	1	1	
13300_yidC.faa	1	0	1	1	1	1	
13301_hypothetical_protein.faa	1	1	1	1	1	1	
13302_YceD_family_protein.faa	1	1	1	1	1	1	
13303_homogentisate_phytyl...faa	0	1	1	1	1	1	
13304_photosystem_II_S4_do...faa	1	1	1	1	1	1	
13305_hydantoinase-oxoprol...faa	0	0	1	1	0	0	
13306_hypothetical_protein.faa	1	1	1	1	1	1	
13307_hypothetical_protein.faa	1	0	1	1	1	1	
